TIMESTAMPms	M10RAWIMUxacc	M10RAWIMUxmag	M10RAWIMUyacc	M10RAWIMUymag	M10RAWIMUzacc	M10RAWIMUzmag
68200	-960	-135	-1152	-512	-3520	334
68300	-576	-178	-512	-573	-3840	301
68400	-192	-218	-128	-631	-3840	241
68500	0	-246	128	-669	-3840	214
68600	320	-294	704	-729	-3776	118
68700	704	-303	1216	-754	-3648	85
68792	960	-330	1536	-788	-3520	-19
68900	1280	-331	2048	-798	-3008	-72
69000	1600	-338	2496	-798	-2560	-194
69100	1856	-326	2816	-794	-2112	-247
69200	2048	-309	3072	-771	-1536	-338
69300	2112	-287	3200	-743	-1024	-400
69400	2240	-222	3456	-661	-128	-529
69500	2240	-177	3328	-592	832	-585
69600	2048	-83	3136	-467	1664	-664
69700	1728	-33	2816	-392	2496	-684
69800	1472	71	2304	-240	3264	-699
69900	1088	106	1728	-191	3648	-700
70000	768	181	1344	-87	3904	-662
70100	320	222	768	-27	4224	-637
70200	-64	300	192	89	4288	-548
70300	-448	324	-384	137	4224	-480
70400	-1024	378	-1152	202	3904	-349
70500	-1408	387	-1792	222	3520	-264
70596	-1728	387	-2176	228	3072	-141
70700	-2048	372	-2624	219	2368	-71
70800	-2176	360	-2880	198	1920	9
70900	-2304	350	-2944	182	1472	57
71000	-2368	309	-3136	122	960	150
71100	-2496	281	-3136	78	256	205
71200	-2368	212	-3136	-23	-384	291
71300	-2240	175	-2944	-75	-1152	325
71400	-2176	120	-2816	-147	-1664	353
71500	-1984	101	-2624	-173	-2176	366
71600	-1984	37	-2432	-262	-2496	379
71700	-1664	1	-2112	-312	-2816	380
71800	-1408	-76	-1664	-424	-3200	364
71900	-1024	-104	-1216	-464	-3456	349
72000	-832	-146	-896	-523	-3584	327
72100	-576	-151	-512	-535	-3904	311
72200	-640	-190	-512	-589	-3776	289
72300	-320	-195	-192	-597	-3840	275
72400	-320	-211	-128	-624	-3648	260
72500	-192	-221	-64	-642	-3904	243
72600	-64	-219	128	-639	-3840	249
72700	-128	-226	64	-641	-3840	248
72800	-64	-218	64	-641	-3840	249
72900	0	-223	128	-642	-3840	247
73000	0	-223	128	-643	-3776	247
73100	-64	-225	128	-646	-3968	244
73200	0	-253	256	-653	-3904	233
73300	0	-273	320	-658	-3840	231
73400	128	-310	320	-641	-3840	230
73500	64	-320	256	-643	-3904	228
73600	64	-327	192	-636	-3904	230
73700	128	-327	192	-638	-3840	228
73800	192	-351	320	-656	-3968	197
73900	320	-361	448	-665	-3840	184
74000	576	-390	704	-697	-3776	131
74100	832	-406	960	-712	-3712	97
74200	1216	-429	1280	-734	-3520	26
74300	1344	-434	1536	-742	-3328	4
74400	1728	-450	1664	-755	-3072	-79
74500	1920	-450	1856	-760	-2880	-134
74600	2368	-435	2304	-744	-2176	-280
74700	2624	-412	2624	-721	-1344	-360
74800	2880	-336	2816	-648	-384	-505
74900	2880	-278	2816	-599	512	-567
75000	2752	-167	2688	-483	1472	-654
75100	2432	-90	2368	-419	2368	-680
75200	2048	27	1984	-308	3072	-698
75300	1536	68	1664	-266	3520	-696
75400	1600	141	1280	-201	3904	-679
75500	960	165	1088	-169	3968	-670
75600	512	246	768	-96	4160	-626
75700	64	288	256	-50	4224	-591
75800	-320	366	-128	23	4288	-503
75900	-832	399	-576	58	4224	-443
76000	-1472	448	-1152	111	3840	-277
76100	-2048	453	-1664	117	3264	-222
76192	-2304	455	-1856	132	3008	-201
76300	-2496	457	-2112	72	2560	-140
76400	-2752	418	-2368	88	1984	33
76500	-3008	398	-2560	66	1280	85
76600	-3136	345	-2560	21	768	165
76700	-3136	306	-2624	-15	128	214
76800	-3008	195	-2496	-125	-640	311
76900	-2752	139	-2368	-179	-1536	339
77000	-2560	56	-2176	-258	-2048	372
77100	-2304	10	-1856	-300	-2496	380
77200	-1856	-83	-1472	-401	-3008	375
77300	-1536	-142	-1216	-446	-3328	362
77400	-1024	-241	-768	-538	-3648	317
77500	-512	-275	-256	-573	-3776	287
77600	-128	-334	64	-630	-3904	234
77700	128	-355	320	-655	-3840	194
77800	384	-385	640	-686	-3776	149
77900	768	-400	832	-704	-3776	122
78000	1088	-433	1216	-744	-3520	21
78100	1536	-442	1600	-754	-3200	-34
78200	1856	-452	1920	-765	-2816	-149
78300	2240	-444	2240	-760	-2176	-230
78400	2560	-409	2560	-728	-1536	-361
78500	2752	-392	2624	-713	-832	-409
78600	2816	-363	2816	-682	-384	-460
78700	2880	-341	2752	-660	-128	-490
78800	2880	-289	2816	-609	448	-556
78900	2880	-258	2816	-579	960	-587
79000	2752	-190	2688	-513	1472	-635
79092	2624	-150	2560	-473	1920	-658
79200	2368	-80	2304	-408	2496	-683
79300	2112	-61	2176	-391	2816	-681
79400	1984	3	2048	-326	3072	-698
79500	1856	31	1984	-298	3456	-706
79600	1536	124	1536	-213	3648	-684
79700	960	190	960	-147	3968	-668
79800	256	301	448	-38	4096	-582
79892	-192	336	0	2	4288	-538
80000	-768	405	-512	65	4096	-427
80100	-1152	413	-960	82	3904	-391
80200	-1600	444	-1280	106	3776	-297
80300	-1984	441	-1472	129	3520	-246
80400	-2240	451	-1856	119	3072	-152
80500	-2560	446	-2048	115	2624	-101
80600	-2816	424	-2240	96	1984	3
80700	-2944	412	-2496	83	1536	40
80800	-3008	373	-2560	45	1024	128
80900	-3072	351	-2688	16	512	167
81000	-3072	290	-2624	-32	64	241
81100	-3008	250	-2560	-75	-448	276
81200	-2944	151	-2432	-165	-1152	342
81300	-2688	88	-2176	-223	-1856	363
81400	-2304	-14	-1856	-324	-2496	384
81500	-1920	-54	-1536	-366	-2944	359
81600	-1536	-152	-1216	-461	-3392	356
81700	-1152	-189	-832	-496	-3584	340
81800	-704	-277	-384	-581	-3776	274
81900	-192	-317	-64	-619	-3840	240
82000	192	-378	448	-681	-3840	152
82100	640	-397	768	-703	-3776	117
82200	1088	-436	1152	-739	-3584	-11
82300	1728	-447	1728	-781	-3072	-95
82400	2048	-452	2112	-755	-2624	-193
82500	2368	-443	2304	-752	-2112	-234
82600	2560	-434	2560	-737	-1408	-307
82700	2752	-410	2560	-719	-1280	-361
82800	2752	-353	2816	-677	-512	-473
82900	2944	-316	2816	-634	128	-526
83000	2880	-223	2752	-549	832	-613
83100	2688	-166	2560	-489	1728	-649
83200	2368	-70	2368	-403	2432	-686
83300	2112	-29	2048	-361	2944	-694
83400	1792	56	1792	-281	3328	-694
83500	1472	112	1472	-223	3776	-688
83600	832	234	960	-112	4032	-634
83700	128	306	320	-35	4224	-577
83796	-512	349	-192	9	4288	-518
83900	-1152	421	-832	83	4032	-384
83992	-1536	431	-1408	98	3712	-330
84100	-2048	452	-1600	115	3392	-237
84200	-2432	448	-1984	116	2816	-103
84300	-2688	442	-2304	65	2240	-48
84400	-3008	368	-2496	40	1280	128
84500	-3072	324	-2560	-1	320	194
84600	-3008	211	-2560	-109	-576	301
84700	-2880	133	-2368	-183	-1408	346
84800	-2368	-21	-1984	-330	-2368	379
84900	-1920	-64	-1600	-370	-2944	379
85000	-1600	-142	-1216	-442	-3264	363
85100	-1216	-183	-1024	-478	-3456	349
85200	-896	-266	-576	-569	-3712	282
85300	-320	-298	-64	-602	-3904	267
85400	-64	-328	128	-638	-3904	228
85500	128	-336	320	-701	-3904	194
85600	256	-349	448	-662	-3904	202
85700	256	-347	384	-662	-3840	202
85800	256	-352	448	-662	-3840	197
85900	320	-352	640	-662	-3840	199
86000	384	-395	448	-643	-3840	190
86100	256	-413	576	-629	-3904	192
86200	384	-442	384	-610	-3840	190
86300	384	-435	448	-642	-3840	173
86400	512	-466	320	-632	-3840	157
86500	832	-479	640	-676	-3584	96
86600	1088	-510	768	-658	-3584	75
86700	1408	-520	960	-665	-3520	38
86800	1664	-541	1152	-679	-3328	-27
86900	1984	-543	1344	-684	-3072	-59
87000	2304	-549	1536	-686	-2816	-167
87100	2752	-539	1728	-680	-2176	-255
87200	3136	-475	2048	-640	-1280	-424
87300	3456	-417	2176	-634	-128	-504
87400	3328	-275	2112	-509	832	-624
87500	3136	-199	1984	-496	1856	-655
87600	2560	-42	1664	-356	2752	-694
87700	2048	11	1408	-315	3392	-697
87800	1664	106	1152	-256	3648	-680
87900	1216	168	832	-216	3968	-664
88000	576	272	512	-148	4096	-610
88100	64	320	128	-121	4224	-574
88200	-512	397	-128	-60	4224	-483
88300	-1152	427	-448	-42	4032	-426
88400	-1664	455	-768	-26	3840	-371
88500	-2112	479	-1088	-3	3584	-277
88600	-2432	487	-1280	0	3264	-236
88700	-2944	484	-1600	2	2752	-105
88800	-3136	472	-1728	-4	2112	-50
88900	-3456	430	-1856	-31	1536	72
89000	-3520	399	-1984	-51	832	114
89100	-3584	310	-1984	-111	128	234
89200	-3456	254	-1856	-147	-768	273
89300	-3136	158	-1728	-241	-1408	317
89400	-3008	96	-1728	-252	-2048	354
89500	-2560	-23	-1472	-327	-2432	381
89600	-2176	-88	-1088	-369	-2944	379
89700	-1600	-201	-832	-450	-3392	358
89800	-1088	-270	-384	-489	-3648	333
89900	-384	-381	0	-570	-3840	256
90000	64	-414	256	-591	-3904	226
90100	512	-467	512	-629	-3840	155
90200	1024	-500	832	-654	-3648	98
90300	1664	-539	1088	-678	-3328	-27
90400	2240	-551	1472	-692	-2816	-106
90500	2816	-535	1792	-680	-2048	-262
90600	2944	-529	1984	-676	-1600	-298
90700	3264	-503	1984	-657	-1088	-364
90800	3328	-475	2112	-639	-512	-421
90900	3392	-419	2112	-602	0	-501
91000	3392	-398	2176	-590	320	-522
91100	3328	-299	2048	-517	1024	-615
91200	3072	-225	1984	-474	1984	-648
91300	2496	-43	1664	-357	2816	-704
91400	1856	-14	1280	-337	3392	-696
91500	1728	77	1088	-362	3712	-715
91600	1408	96	1024	-261	3712	-684
91700	960	212	640	-184	4096	-640
91800	64	294	192	-130	4288	-590
91900	-768	420	-256	-46	4224	-444
92000	-1792	466	-896	-14	3840	-338
92100	-2688	483	-1344	0	2880	-104
92200	-3200	472	-1728	-9	2112	-35
92300	-3456	441	-1856	-107	1536	32
92400	-3520	408	-1920	-48	896	110
92500	-3584	353	-1984	-84	320	191
92600	-3520	318	-1920	-104	-128	230
92700	-3456	228	-1920	-163	-704	301
92800	-3264	172	-1792	-201	-1408	332
92900	-3200	125	-1792	-235	-1536	341
93000	-2816	58	-1344	-275	-2432	360
93100	-2304	-102	-1216	-383	-2880	366
93200	-1600	-186	-704	-441	-3456	354
93300	-768	-358	-256	-590	-3776	267
93400	128	-422	192	-596	-3840	212
93500	960	-517	768	-655	-3776	75
93600	1408	-531	1024	-667	-3456	38
93700	1984	-552	1408	-683	-3008	-55
93800	2368	-558	1536	-688	-2688	-141
93900	2816	-539	1792	-682	-2112	-254
94000	2944	-531	1920	-681	-1600	-284
94100	3200	-510	1920	-673	-1280	-349
94200	3136	-494	2176	-657	-960	-381
94300	3328	-426	2112	-609	-192	-504
94400	3392	-383	2112	-582	512	-539
94500	3264	-289	2112	-518	1152	-612
94600	3072	-245	1984	-488	1728	-640
94700	2880	-158	1856	-431	2304	-674
94800	2624	-125	1728	-402	2688	-711
94900	2176	-30	1344	-347	3136	-697
95000	1984	14	1280	-316	3456	-705
95100	1664	87	1152	-267	3776	-686
95200	1216	140	896	-231	3968	-680
95300	768	226	576	-181	4160	-638
95400	320	249	384	-158	4224	-621
95500	64	301	192	-125	4288	-588
95600	-128	319	128	-109	4224	-564
95700	-576	387	-192	-69	4224	-494
95796	-1088	417	-448	-85	4160	-477
95900	-1600	460	-832	-16	3904	-353
96000	-2048	476	-1024	-14	3584	-299
96100	-2432	487	-1344	3	3200	-202
96200	-2816	487	-1536	1	2816	-147
96300	-3072	471	-1536	-6	2240	-43
96400	-3264	459	-1792	-12	1792	1
96500	-3392	425	-1856	-35	1280	85
96600	-3520	403	-1984	-51	768	121
96700	-3584	355	-1984	-81	384	188
96792	-3584	330	-1920	-129	64	167
96900	-3584	254	-1856	-145	-512	281
96992	-3520	230	-1792	-165	-960	299
97100	-3264	139	-1856	-220	-1344	341
97200	-3072	81	-1600	-261	-1920	366
97300	-2496	-86	-1216	-368	-2752	380
97400	-1856	-157	-896	-418	-3328	370
97500	-1152	-290	-512	-510	-3648	314
97600	-448	-360	-64	-553	-3840	274
97700	256	-469	320	-627	-3840	154
97800	1088	-498	832	-715	-3584	59
97900	1600	-544	1152	-676	-3264	-19
98000	2240	-550	1472	-684	-2944	-82
98100	2624	-547	1664	-681	-2176	-242
98200	3008	-531	1984	-672	-1600	-285
98300	3200	-496	2112	-651	-1024	-388
98400	3328	-464	2176	-630	-448	-439
98500	3392	-393	2112	-593	192	-530
98600	3392	-347	2176	-558	832	-571
98700	3200	-265	2048	-509	1408	-631
98800	3008	-201	1920	-504	2048	-687
98900	2624	-64	1728	-374	2816	-693
99000	1984	22	1344	-314	3392	-694
99100	1216	196	832	-195	3968	-652
99200	384	263	256	-150	4096	-624
99300	-128	328	64	-106	4288	-563
99400	-512	368	-128	-79	4224	-524
99500	-1216	446	-512	-25	4096	-395
99600	-1920	471	-960	-10	3712	-330
99700	-2432	488	-1280	4	3328	-216
99800	-2816	493	-1472	-22	2880	-162
99900	-3200	462	-1728	-11	1984	-17
100000	-3392	437	-1856	-26	1472	53
100100	-3456	343	-1856	-85	640	196
100200	-3584	282	-1920	-123	-320	253
100300	-3328	162	-1856	-203	-1152	332
100400	-3072	108	-1664	-237	-1728	351
100500	-2752	-29	-1408	-331	-2432	379
100600	-2112	-117	-1024	-387	-3072	378
100700	-1728	-195	-704	-445	-3456	360
100800	-1472	-222	-768	-463	-3520	364
100892	-960	-290	-448	-516	-3712	319
101000	-640	-335	-128	-545	-3904	292
101100	-64	-380	-64	-577	-3904	257
101200	-64	-392	128	-584	-3840	245
101300	384	-438	384	-614	-3776	197
101396	512	-444	448	-618	-3776	189
101500	384	-442	448	-611	-3968	193
101600	512	-445	512	-613	-3776	187
101700	448	-449	448	-614	-3776	184
101800	512	-460	448	-597	-3840	180
101900	640	-500	320	-575	-3776	179
102000	576	-510	384	-565	-3840	171
102100	576	-519	320	-547	-3712	184
102200	512	-519	256	-543	-3904	178
102300	512	-526	320	-545	-3840	178
102400	832	-564	128	-560	-2944	118
102500	1152	-583	512	-570	-3648	92
102600	1472	-594	704	-577	-3520	63
102700	1856	-618	768	-584	-3328	1
102800	2176	-632	832	-590	-3072	-38
102900	2432	-636	960	-593	-2816	-124
103000	2880	-643	1152	-596	-2368	-181
103100	3200	-616	1152	-588	-1920	-284
103200	3456	-591	1280	-577	-1216	-357
103296	3648	-502	1408	-538	-320	-487
103400	3712	-448	1408	-523	384	-547
103492	3584	-308	1088	-463	1216	-638
103600	3200	-232	1216	-434	2176	-666
103700	2752	-72	1088	-364	2816	-692
103800	2240	-16	832	-343	3520	-702
103900	1792	76	640	-300	3776	-682
104000	1408	112	576	-284	3968	-672
104100	768	227	384	-241	4160	-629
104200	256	273	192	-222	4224	-601
104300	-192	358	64	-183	4288	-532
104400	-704	381	-64	-175	4224	-506
104500	-1152	425	-192	-150	4160	-450
104600	-1472	455	-384	-145	4096	-392
104700	-2240	495	-640	-127	3648	-283
104800	-2880	500	-832	-121	3136	-203
104900	-3264	493	-960	-127	2560	-86
105000	-3648	469	-1088	-136	1920	1
105100	-3904	378	-1216	-168	896	160
105200	-3904	326	-1216	-192	0	219
105300	-3840	220	-1152	-234	-640	293
105400	-3712	167	-896	-261	-1280	325
105500	-3328	38	-960	-319	-1920	370
105600	-3008	-19	-896	-333	-2432	379
105700	-2432	-155	-640	-396	-2944	374
105800	-1984	-197	-448	-410	-3328	370
105900	-1536	-278	-320	-451	-3520	351
106000	-1152	-324	-192	-462	-3712	333
106100	-1088	-414	-128	-505	-3584	282
106200	-64	-471	64	-526	-3904	234
106300	768	-566	384	-566	-3776	119
106400	1408	-594	640	-576	-3520	63
106500	2048	-629	832	-592	-3200	-62
106600	2624	-635	960	-595	-2688	-138
106700	3072	-619	1344	-587	-2048	-264
106800	3392	-608	1216	-583	-1536	-307
106900	3648	-544	1280	-558	-768	-433
107000	3840	-509	1408	-544	0	-483
107100	3776	-447	1344	-516	320	-554
107200	3712	-424	1408	-507	704	-571
107300	3712	-383	1408	-492	1024	-606
107400	3584	-344	1344	-475	1472	-629
107500	3456	-270	1408	-445	1600	-661
107600	3136	-199	1152	-414	2496	-685
107700	2496	-27	896	-347	3200	-701
107800	1856	46	768	-314	3648	-690
107900	1152	194	512	-247	4096	-641
108000	256	264	192	-222	4224	-603
108100	-192	351	64	-184	4288	-530
108200	-896	384	-128	-171	4224	-492
108300	-1408	448	-320	-144	4032	-390
108400	-2048	469	-640	-134	3840	-334
108500	-2496	493	-704	-119	3392	-231
108596	-2880	499	-832	-121	3008	-169
108700	-3136	498	-960	-126	2688	-105
108800	-3456	491	-1024	-128	2240	-66
108900	-3648	462	-1152	-144	1728	22
109000	-3776	434	-1152	-157	1344	79
109100	-3968	338	-1152	-187	448	207
109200	-3904	284	-1088	-217	-256	255
109300	-3712	100	-1088	-290	-1344	351
109400	-3008	-18	-832	-339	-2304	377
109500	-2240	-224	-576	-418	-3136	365
109600	-1088	-308	0	-456	-3712	338
109700	-640	-436	-64	-514	-3776	266
109800	64	-480	128	-527	-3968	222
109900	704	-560	384	-561	-3776	124
110000	1472	-594	640	-575	-3520	51
110100	2176	-629	768	-591	-3072	-56
110200	2432	-637	960	-595	-2752	-98
110300	2880	-634	1344	-593	-2240	-173
110400	3200	-634	1152	-589	-1856	-242
110500	3584	-585	1344	-575	-1408	-363
110600	3584	-565	1344	-563	-640	-411
110700	3776	-503	1344	-540	-128	-489
110800	3776	-465	1408	-525	384	-529
110900	3648	-341	1344	-474	960	-621
111000	3328	-256	1280	-445	2048	-658
111100	3072	-159	1088	-397	2496	-683
111200	2752	-105	1024	-382	3008	-692
111300	2304	-15	896	-339	3328	-693
111400	1856	42	768	-324	3648	-690
111500	1408	162	512	-264	3904	-653
111600	768	204	448	-247	4160	-639
111700	320	277	192	-220	4160	-598
111800	-64	300	128	-209	4224	-584
111900	-256	386	64	-171	4224	-497
112000	-1280	438	-256	-149	4032	-420
112100	-2304	497	-640	-125	3584	-248
112200	-3008	499	-896	-123	2880	-137
112300	-3584	471	-1088	-134	2048	2
112400	-3776	456	-1152	-141	1536	37
112500	-3904	394	-1216	-166	960	132
112600	-4480	328	-1216	-193	0	217
112700	-3712	182	-1024	-253	-960	308
112800	-3584	142	-1024	-269	-1472	337
112900	-3328	72	-896	-300	-1984	351
113000	-3200	28	-832	-316	-2176	368
113100	-2880	-61	-832	-352	-2496	376
113200	-2368	-135	-704	-381	-3008	376
113300	-1728	-296	-320	-448	-3456	341
113400	-960	-366	-128	-482	-3712	310
113500	-320	-469	64	-516	-3904	244
113600	192	-507	256	-540	-3776	195
113700	896	-576	448	-564	-3776	115
113796	1344	-592	640	-576	-3648	68
113900	1728	-630	832	-589	-3584	-35
114000	2496	-633	960	-592	-3008	-91
114100	2752	-628	1088	-599	-2496	-215
114196	3200	-621	1216	-588	-1984	-263
114300	3392	-586	1280	-580	-1472	-359
114400	3712	-564	1344	-565	-832	-399
114500	3776	-532	1344	-559	-384	-453
114600	3840	-494	1408	-537	-64	-498
114700	3712	-396	1408	-501	704	-584
114800	3648	-348	1280	-476	1408	-615
114900	3392	-242	1280	-441	1920	-663
114996	3008	-183	1088	-411	2496	-681
115100	2688	-89	1024	-374	2944	-690
115200	2368	-51	896	-352	3264	-691
115300	1984	57	832	-312	3840	-681
115400	1472	99	576	-291	3840	-677
115500	1088	203	448	-247	3968	-646
115600	512	244	192	-229	4224	-628
115700	-64	340	128	-190	4288	-547
115800	-512	369	-128	-178	4224	-528
115900	-832	404	-128	-164	4224	-475
116000	-1472	436	-320	-150	4032	-427
116100	-1856	479	-512	-133	3904	-336
116200	-2304	490	-640	-129	3584	-293
116300	-2688	497	-768	-111	3264	-193
116400	-3072	502	-896	-124	2816	-145
116500	-3456	475	-1024	-135	2176	-20
116600	-3776	454	-1088	-142	1536	36
116700	-3904	379	-1152	-170	960	152
116800	-4032	311	-1280	-198	0	220
116900	-3840	192	-1088	-249	-768	304
117000	-3520	142	-1088	-267	-1472	343
117096	-3392	77	-960	-296	-1792	352
117200	-3264	32	-896	-315	-2176	364
117300	-2688	-117	-768	-365	-2752	362
117400	-2432	-142	-896	-385	-2880	373
117500	-1792	-272	-448	-436	-3392	350
117600	-1152	-348	-256	-466	-3776	323
117700	-256	-495	64	-533	-3840	217
117800	512	-542	320	-552	-3776	164
117900	1152	-597	512	-575	-3584	75
118000	1728	-619	768	-582	-3328	32
118100	2112	-638	960	-593	-3008	-68
118200	2624	-643	1024	-594	-2688	-128
118300	2944	-631	1152	-578	-2240	-275
118400	3200	-623	1216	-586	-1792	-273
118500	3520	-595	1280	-576	-1280	-355
118600	3584	-575	1472	-568	-768	-389
118700	3776	-513	1408	-546	-448	-480
118792	3776	-467	1408	-530	192	-530
118900	3648	-358	1344	-492	960	-613
119000	3456	-277	1280	-443	1856	-647
119100	2944	-148	1216	-399	2560	-688
119200	2688	-110	1024	-383	3008	-691
119300	2368	-6	832	-341	3264	-715
119400	1920	34	768	-328	3584	-690
119500	1344	142	640	-271	3904	-664
119600	704	227	384	-244	4160	-627
119700	64	315	128	-208	4288	-568
119800	-320	355	-64	-194	4288	-536
119900	-960	411	-256	-166	4096	-465
120000	-1344	430	-320	-143	4096	-419
120100	-2048	489	-576	-132	3648	-285
120200	-2688	500	-704	-128	3328	-227
120300	-3200	495	-896	-120	2752	-100
120400	-3584	471	-1088	-135	1984	-2
120500	-3776	414	-1152	-157	1152	114
120600	-3904	377	-1152	-171	576	163
120700	-3968	295	-1216	-206	0	245
120800	-3904	247	-1216	-226	-640	291
120900	-3648	160	-1088	-262	-1152	326
121000	-3520	118	-1024	-280	-1664	318
121100	-3200	7	-960	-325	-2112	373
121200	-3008	-29	-832	-344	-2560	371
121300	-2496	-100	-768	-412	-2816	352
121400	-2368	-142	-640	-385	-3008	369
121500	-1984	-239	-384	-426	-3328	361
121600	-1536	-289	-320	-444	-3584	347
121692	-960	-379	-192	-486	-3712	304
121800	-512	-416	0	-499	-3840	273
121900	-128	-485	128	-529	-3904	224
122000	256	-502	320	-541	-3840	184
122100	640	-532	448	-551	-3776	169
122200	768	-544	384	-553	-3712	157
122300	768	-532	384	-582	-3776	126
122400	768	-538	384	-550	-3840	164
122500	704	-537	320	-554	-3776	163
122600	768	-540	448	-550	-3776	163
122700	896	-535	384	-550	-3776	164
122800	1024	-559	512	-538	-3584	160
122900	832	-565	256	-523	-3712	154
123000	832	-575	256	-553	-3840	129
123100	896	-582	384	-497	-3840	157
123200	960	-594	256	-487	-3776	153
123300	832	-584	256	-517	-3840	100
123400	832	-596	192	-489	-3776	153
123500	960	-603	256	-492	-3712	135
123600	1216	-619	320	-493	-3712	110
123700	1408	-635	384	-501	-3648	77
123800	1664	-656	384	-490	-3456	56
123900	1920	-664	512	-506	-3328	3
124000	2240	-674	512	-541	-3200	-58
124100	2496	-685	448	-513	-2880	-112
124200	2880	-686	576	-515	-2368	-179
124300	3392	-655	768	-540	-1856	-359
124400	3648	-641	704	-508	-1280	-350
124500	3968	-579	640	-486	-384	-455
124600	3904	-543	768	-484	0	-499
124700	3904	-443	704	-454	512	-582
124800	3776	-405	704	-437	1280	-638
124900	3648	-307	704	-420	1664	-653
125000	3392	-250	640	-439	2176	-712
125100	3008	-131	640	-374	2688	-693
125200	2496	-70	576	-360	3264	-694
125300	1984	60	384	-414	3648	-739
125400	1472	91	320	-322	3840	-673
125500	1088	166	192	-302	4096	-645
125600	512	224	256	-286	3968	-617
125700	-128	330	64	-262	4288	-547
125800	-768	379	0	-246	4160	-515
125900	-1472	449	-128	-233	4032	-389
126000	-2112	481	-256	-270	3776	-351
126100	-2624	493	-320	-223	3328	-210
126200	-3136	493	-384	-224	2944	-143
126300	-3520	480	-448	-313	2240	-55
126400	-3904	445	-512	-235	1600	43
126500	-4032	360	-576	-252	768	164
126600	-4096	343	-512	-260	192	193
126700	-4160	287	-576	-269	-64	239
126800	-4032	270	-576	-311	-384	232
126900	-3968	158	-384	-302	-832	321
127000	-3648	98	-512	-372	-1536	328
127100	-3200	-83	-384	-360	-2304	382
127200	-2688	-147	-256	-378	-2944	381
127300	-2240	-214	-192	-464	-3264	354
127400	-1856	-275	-128	-409	-3456	363
127500	-1408	-375	-128	-444	-3584	324
127600	-832	-417	-64	-445	-3840	303
127700	-384	-493	0	-470	-3904	255
127800	64	-520	128	-499	-3840	167
127900	576	-599	192	-496	-3776	139
128000	1600	-613	960	-570	-3200	91
128100	1408	-646	320	-506	-3584	53
128200	1728	-656	384	-505	-3520	25
128300	2112	-677	512	-559	-3200	-100
128400	2752	-686	512	-508	-2688	-131
128500	3200	-669	704	-506	-2176	-264
128600	3648	-644	704	-497	-1344	-342
128700	3840	-569	768	-479	-576	-466
128800	3776	-540	768	-512	0	-517
128900	3968	-467	768	-454	640	-565
129000	3840	-434	768	-476	960	-600
129100	3712	-367	704	-429	1280	-633
129200	3520	-319	640	-418	1792	-655
129300	3264	-266	576	-447	2112	-699
129400	3264	-236	640	-397	2432	-685
129500	3072	-167	640	-382	2752	-698
129592	2816	-99	576	-363	3072	-703
129700	2048	74	384	-324	3712	-685
129800	1216	171	256	-373	4032	-685
129900	384	281	64	-271	4288	-587
130000	-192	331	64	-293	4288	-535
130100	-1024	410	-64	-238	4032	-441
130200	-1600	433	-192	-232	3968	-397
130300	-2176	475	-192	-252	3712	-310
130400	-2688	480	-256	-221	3328	-243
130500	-2944	484	-320	-220	2944	-133
130600	-3584	485	-320	-221	2432	-111
130700	-3648	465	-512	-231	2176	-14
130800	-3904	441	-640	-275	1664	36
130900	-4096	331	-576	-265	640	201
131000	-4096	268	-512	-278	-256	262
131100	-3904	144	-512	-304	-896	323
131200	-3712	102	-448	-315	-1600	344
131300	-3392	-34	-384	-363	-2176	385
131400	-2816	-105	-320	-363	-2624	381
131500	-2176	-243	-256	-395	-3200	367
131600	-1728	-287	-128	-407	-3456	352
131700	-1280	-375	-64	-429	-3648	322
131800	-768	-401	64	-467	-3712	273
131900	-512	-468	64	-455	-3840	270
132000	-128	-512	64	-460	-3904	237
132100	512	-614	192	-490	-3904	108
132200	1600	-668	384	-499	-3456	11
132300	2688	-678	576	-496	-2688	-208
132400	3392	-669	704	-501	-1856	-278
132500	3648	-632	768	-495	-1216	-365
132600	3776	-611	768	-493	-768	-403
132700	3520	-541	832	-470	-192	-495
132800	3968	-504	768	-474	384	-525
132900	3904	-404	768	-440	832	-605
133000	3712	-352	704	-430	1728	-632
133100	3456	-258	576	-402	2304	-667
133200	3200	-188	576	-384	2560	-684
133300	2752	-73	512	-355	3136	-691
133400	2304	11	384	-338	3456	-687
133500	1216	208	256	-286	3904	-624
133600	192	287	128	-269	4224	-575
133700	-704	409	0	-238	4224	-445
133800	-1728	448	-64	-217	3968	-371
133900	-2304	481	-192	-220	3648	-291
134000	-2752	486	-320	-217	3328	-242
134100	-3008	490	-384	-219	3072	-144
134200	-3456	481	-448	-221	2496	-79
134300	-3776	448	-512	-225	1920	20
134400	-3968	430	-512	-230	1472	69
134500	-4096	381	-640	-242	640	134
134600	-4096	359	-512	-248	512	168
134700	-3968	239	-576	-274	-64	271
134800	-3968	160	-576	-294	-960	321
134900	-3456	-19	-384	-340	-1920	372
135000	-3008	-60	-320	-349	-2496	379
135100	-2752	-173	-256	-386	-2880	377
135200	-2112	-244	-192	-396	-3328	366
135300	-1408	-375	-128	-433	-3584	324
135400	-704	-415	0	-438	-3776	305
135500	-192	-489	128	-464	-3840	255
135600	0	-520	128	-466	-3904	228
135700	448	-572	192	-478	-3840	171
135800	768	-590	192	-484	-3840	148
135900	1216	-640	256	-494	-3520	64
