TIMESTAMPms	M10RAWIMUxacc	M10RAWIMUxmag	M10RAWIMUyacc	M10RAWIMUymag	M10RAWIMUzacc	M10RAWIMUzmag
136000	1856	-664	384	-497	-3392	-12
136100	2624	-681	640	-504	-2816	-175
136200	3264	-673	640	-501	-2112	-241
136300	3520	-641	704	-492	-1408	-355
136400	3776	-616	704	-490	-896	-398
136500	3904	-559	768	-474	-384	-485
136600	4032	-527	768	-465	0	-516
136700	3840	-454	704	-448	512	-577
136800	3840	-415	768	-437	1088	-600
136900	3648	-332	704	-416	1600	-644
137000	3456	-298	576	-406	2176	-656
137100	3328	-237	704	-394	2240	-675
137200	3072	-196	704	-383	2560	-681
137300	2560	-7	448	-336	3264	-688
137400	1600	96	320	-314	3904	-666
137500	768	246	128	-283	4160	-604
137600	64	296	128	-274	4224	-567
137700	-640	390	-128	-244	4288	-474
137800	-1152	408	-128	-245	4096	-442
137900	-1728	464	-128	-229	3904	-332
138000	-2368	483	-320	-221	3648	-271
138100	-3008	490	-320	-219	3136	-147
138200	-3328	485	-448	-221	2624	-93
138300	-3584	463	-512	-221	2176	-4
138400	-3776	446	-512	-229	1792	41
138500	-4032	352	-512	-252	832	179
138600	-4032	278	-576	-269	0	242
138700	-3968	152	-512	-297	-960	325
138800	-3712	88	-448	-314	-1600	337
138900	-3392	-40	-128	-345	-2368	375
139000	-3008	-92	-320	-359	-2688	369
139100	-2624	-188	-384	-381	-3008	375
139200	-2240	-225	-192	-391	-3328	360
139300	-1728	-326	-128	-414	-3456	343
139400	-1216	-370	-64	-426	-3776	319
139500	-896	-417	0	-437	-3840	301
139600	-640	-448	64	-445	-3840	287
139700	-256	-470	128	-451	-3776	269
139800	-128	-484	64	-453	-3776	264
139900	0	-500	128	-459	-3968	247
140000	0	-517	320	-456	-3840	237
140100	128	-543	192	-420	-3904	228
140200	64	-562	128	-390	-3840	216
140300	128	-558	128	-380	-3840	230
140400	192	-556	0	-385	-3904	229
140500	320	-566	128	-381	-3904	219
140600	448	-595	128	-388	-3968	193
140700	832	-642	64	-380	-3712	133
140800	1216	-661	128	-384	-3712	101
140900	1728	-714	64	-385	-3392	-35
141000	2496	-723	0	-384	-2944	-112
141100	3072	-723	64	-384	-2240	-192
141200	3648	-717	-64	-384	-1536	-231
141300	3520	-698	64	-380	-1728	-305
141400	3712	-676	0	-388	-1152	-358
141500	3840	-620	-64	-379	-704	-455
141600	3968	-579	-64	-377	-64	-500
141700	3968	-479	0	-374	576	-594
141800	3840	-434	-64	-372	1280	-612
141900	3712	-355	0	-368	1792	-656
142000	3520	-320	0	-366	1984	-657
142100	3200	-237	0	-364	2368	-683
142200	2944	-184	64	-366	2816	-689
142300	2432	-51	0	-358	3392	-684
142400	1792	33	0	-358	3776	-673
142500	1216	127	64	-354	4160	-639
142600	704	190	64	-354	4224	-612
142700	64	264	128	-357	4288	-563
142792	-384	296	0	-352	4352	-536
142900	-768	365	0	-355	4288	-457
143000	-1408	396	64	-348	4032	-411
143100	-1920	430	128	-354	3904	-336
143200	-2368	446	128	-347	3648	-276
143300	-2944	458	192	-348	3072	-142
143400	-3520	447	192	-348	2496	-63
143496	-3904	392	128	-349	1728	78
143600	-4032	364	192	-350	960	125
143700	-4096	284	192	-355	384	213
143800	-4032	232	192	-354	-256	259
143900	-4032	111	192	-357	-1024	323
144000	-3776	40	128	-357	-1728	349
144100	-3392	-71	192	-367	-2240	365
144200	-2944	-125	128	-367	-2688	369
144300	-2816	-206	192	-364	-3008	371
144400	-2304	-239	128	-368	-3264	368
144500	-1920	-348	128	-374	-3328	338
144600	-1280	-424	128	-375	-3776	308
144700	-320	-554	64	-377	-3840	228
144800	256	-602	64	-377	-3840	184
144900	960	-668	64	-382	-3648	97
145000	1536	-693	0	-380	-3456	49
145100	1984	-721	0	-382	-3264	-38
145200	2368	-728	0	-382	-3008	-83
145300	2880	-729	64	-379	-2624	-196
145400	3264	-721	0	-383	-2048	-250
145500	3648	-684	0	-385	-1536	-336
145600	3712	-673	0	-377	-1088	-376
145700	3840	-627	-64	-381	-640	-447
145800	3904	-595	0	-383	-192	-481
145900	3968	-540	0	-381	256	-538
146000	3904	-519	-64	-378	704	-551
146100	3904	-419	0	-379	1024	-621
146200	3712	-353	0	-376	1792	-648
146300	3264	-205	0	-367	2432	-683
146400	2880	-134	0	-366	3072	-689
146500	2240	-26	0	-362	3520	-684
146600	1792	37	0	-359	3712	-673
146700	1152	171	64	-354	4096	-624
146800	384	224	64	-352	4288	-591
146900	-192	307	64	-352	4224	-527
147000	-640	328	64	-347	4224	-508
147100	-960	374	64	-348	4160	-445
147200	-1408	391	64	-346	4096	-419
147300	-1600	411	128	-345	3840	-384
147400	-1856	425	64	-347	3840	-358
147500	-2368	453	192	-346	3520	-243
147600	-2944	458	128	-345	3136	-177
147700	-3520	438	192	-349	2560	-30
147800	-3904	411	192	-351	1792	30
147900	-4032	358	128	-348	1152	132
148000	-4160	322	320	-347	448	178
148092	-4160	285	128	-352	0	206
148200	-4096	204	192	-355	-512	272
148300	-3968	132	128	-354	-960	318
148400	-3904	71	128	-357	-1472	340
148500	-3520	-24	192	-362	-1984	368
148600	-3264	-66	128	-363	-2432	375
148700	-3072	-127	128	-364	-2752	381
148800	-2752	-170	128	-368	-2880	379
148896	-2368	-273	64	-371	-3136	366
149000	-1984	-339	192	-377	-3776	350
149100	-1024	-483	128	-376	-3712	286
149200	-192	-543	128	-381	-3840	244
149300	448	-633	128	-381	-3904	145
149400	1152	-667	64	-384	-3648	91
149500	1792	-707	64	-381	-3264	-15
149600	2240	-718	64	-381	-3200	-54
149700	2752	-723	64	-382	-2688	-169
149800	3136	-722	64	-382	-2304	-219
149896	3456	-715	64	-444	-1792	-291
150000	3712	-677	0	-380	-1216	-369
150100	3840	-648	0	-379	-832	-420
150192	3904	-637	0	-380	-384	-429
150300	3904	-603	0	-375	-320	-474
150400	3968	-578	0	-373	64	-500
150500	3904	-495	-64	-373	512	-577
150600	3904	-433	0	-373	1216	-612
150700	3584	-316	0	-366	1856	-661
150800	3328	-243	0	-364	2496	-678
150900	2816	-95	0	-369	3072	-692
151000	2112	-29	0	-388	3584	-741
151100	1664	94	0	-361	3904	-653
151200	960	161	64	-352	4160	-627
151300	256	257	64	-356	4224	-568
151400	-256	296	64	-351	4224	-535
151500	-704	353	128	-354	4224	-474
151600	-1216	380	0	-348	4096	-437
151700	-1600	406	0	-349	4032	-393
151800	-1920	423	64	-345	3904	-362
151900	-2240	455	192	-346	3584	-226
152000	-3008	457	128	-345	3008	-134
152100	-3840	388	128	-349	2048	80
152200	-4160	317	192	-352	704	176
152300	-4160	150	192	-356	-320	298
152400	-3840	81	192	-356	-1088	331
152500	-3520	-33	192	-362	-2048	364
152600	-3264	-102	128	-363	-2560	375
152700	-2816	-211	192	-367	-3008	378
152800	-2304	-232	192	-366	-3072	376
152900	-1920	-340	64	-370	-3328	352
153000	-1536	-372	64	-375	-3648	342
153100	-1024	-431	128	-375	-3712	315
153200	-768	-460	128	-384	-3840	299
153300	-448	-507	64	-384	-3776	269
153400	-192	-520	64	-384	-3904	259
153500	-128	-523	128	-378	-3904	260
153600	-64	-522	128	-377	-3776	259
153700	-64	-530	128	-379	-3904	252
153800	-64	-532	128	-378	-3840	244
153900	-64	-541	192	-380	-3776	243
154000	-64	-542	128	-411	-3840	227
154100	128	-533	128	-386	-3776	248
154200	-128	-529	128	-388	-3840	240
154300	0	-535	64	-387	-3904	246
154400	0	-544	64	-387	-3904	243
154500	0	-551	128	-375	-3840	235
154600	128	-563	128	-366	-3968	234
154700	64	-570	64	-334	-3840	229
154800	128	-584	128	-317	-3904	225
154900	128	-584	64	-287	-3904	227
155000	128	-588	0	-291	-3840	231
155100	128	-581	0	-274	-3840	226
155200	128	-579	64	-281	-3840	229
155300	128	-577	64	-276	-3840	230
155400	128	-580	64	-277	-3904	227
155500	192	-587	128	-270	-3968	214
155600	320	-608	0	-271	-3776	204
155700	512	-617	0	-264	-3840	189
155800	704	-644	-64	-261	-3776	154
155900	1216	-683	-192	-253	-3584	110
156000	2048	-716	-320	-232	-3264	17
156100	2240	-730	-448	-236	-2752	-49
156200	2496	-739	-576	-235	-2752	-90
156300	2816	-741	-576	-236	-2560	-133
156400	3136	-727	-640	-236	-2112	-260
156500	3392	-711	-832	-245	-1408	-320
156600	3648	-661	-896	-249	-832	-417
156700	3840	-633	-1024	-258	-128	-462
156800	3776	-544	-960	-273	448	-553
156900	3776	-490	-896	-282	1152	-595
157000	3584	-381	-832	-338	1728	-705
157100	3264	-342	-768	-316	2240	-662
157200	3008	-256	-704	-338	2624	-684
157300	2688	-215	-640	-345	2944	-688
157400	2368	-116	-512	-368	3328	-689
157492	1984	-65	-448	-378	3712	-680
157600	1472	34	-320	-402	3968	-658
157700	896	75	-192	-414	4032	-642
157800	384	170	0	-434	4160	-589
157900	-128	209	64	-443	4352	-556
158000	-512	267	256	-457	4288	-503
158100	-1216	305	320	-468	3968	-449
158200	-1792	358	576	-480	3840	-354
158300	-2432	379	640	-483	3648	-278
158400	-2880	390	832	-488	3072	-168
158500	-3328	385	1088	-488	2560	-97
158600	-3776	338	1152	-479	1856	44
158700	-3968	314	1152	-471	1280	107
158800	-3968	250	1152	-458	320	185
158900	-4096	212	1088	-448	-128	228
159000	-3840	71	1088	-420	-704	318
159100	-3648	4	960	-404	-1792	349
159200	-3136	-163	896	-369	-2560	379
159300	-2560	-208	768	-359	-3008	380
159400	-2048	-325	576	-341	-3328	365
159500	-1600	-369	512	-322	-3456	353
159600	-1024	-472	320	-299	-3712	312
159700	-384	-515	256	-289	-3840	280
159800	64	-617	64	-268	-3840	189
159900	896	-660	-128	-253	-3712	135
160000	1664	-719	-320	-248	-3456	3
160100	2240	-736	-512	-233	-3008	-60
160200	2944	-737	-576	-242	-2432	-191
160300	3200	-730	-832	-234	-1856	-240
160400	3456	-683	-832	-247	-1472	-379
160500	3776	-628	-896	-253	64	-468
160600	3712	-465	-896	-295	704	-610
160700	3520	-421	-896	-300	1728	-633
160800	3328	-354	-896	-314	2112	-656
160900	3136	-315	-704	-321	2496	-671
161000	3008	-247	-640	-339	2752	-682
161100	2688	-202	-576	-345	3072	-688
161200	2176	-73	-512	-379	3456	-681
161300	1408	14	-384	-394	3904	-661
161400	640	143	-64	-428	4224	-604
161500	128	178	0	-435	4224	-582
161600	-320	245	64	-450	4288	-534
161700	-768	272	192	-454	4224	-498
161800	-1216	329	320	-470	4096	-421
161900	-1984	363	640	-478	4224	-347
162000	-2240	379	704	-481	3648	-287
162100	-2688	384	704	-485	3264	-243
162200	-3072	386	832	-488	3008	-137
162300	-3392	379	960	-484	2368	-78
162400	-3648	354	1024	-481	1856	8
162500	-3840	343	1024	-479	1664	38
162600	-3904	306	1152	-474	1088	106
162700	-4032	283	1152	-466	640	145
162800	-3968	221	1280	-452	-128	215
162900	-3968	181	1088	-444	-256	250
163000	-3904	75	1216	-423	-1024	318
163100	-3520	19	960	-410	-1664	345
163200	-3264	-89	960	-387	-2176	371
163300	-2880	-145	832	-370	-2624	376
163400	-2432	-255	768	-352	-3136	376
163500	-1984	-306	576	-333	-3264	369
163600	-1344	-426	448	-314	-3520	330
163700	-576	-499	256	-296	-3840	291
163800	64	-597	128	-274	-3712	207
163896	576	-636	0	-262	-3840	166
164000	1216	-687	-128	-243	-3712	85
164100	1600	-701	-320	-242	-3392	51
164200	1792	-718	-320	-238	-3456	4
164300	2112	-726	-448	-232	-3200	-24
164400	2496	-738	-576	-230	-2688	-102
164492	2816	-741	-640	-232	-2560	-157
164592	3136	-725	-704	-234	-2048	-273
164700	3456	-705	-832	-242	-1408	-332
164800	3712	-653	-896	-248	-704	-431
164900	3776	-628	-960	-252	-192	-468
165000	3840	-594	-1024	-259	192	-507
165100	3904	-566	-896	-265	320	-538
165200	3776	-485	-960	-283	1024	-597
165300	3584	-423	-832	-299	1856	-630
165400	3328	-333	-832	-321	2240	-666
165500	3008	-289	-768	-328	2560	-675
165600	2816	-184	-640	-351	2944	-689
165700	2240	-139	-512	-361	3328	-682
165800	1920	-29	-448	-387	3776	-674
165900	1472	11	-320	-400	4288	-656
166000	1024	94	-128	-414	4096	-626
166100	448	134	0	-413	4288	-600
166200	-64	221	0	-445	4224	-545
166300	-576	261	128	-442	4288	-495
166400	-1280	336	384	-471	4096	-395
166500	-1856	354	512	-470	3840	-348
166600	-2368	384	704	-484	3520	-247
166700	-2752	389	832	-474	3200	-185
166800	-3328	383	832	-484	2688	-71
166900	-3904	361	1088	-473	2048	-10
167000	-3904	308	1088	-467	1344	116
167100	-4032	268	1088	-453	512	134
167200	-4032	181	1152	-442	-192	254
167300	-4032	142	1152	-425	-832	252
167400	-3840	93	1152	-421	-1152	311
167500	-3712	34	1088	-402	-1600	321
167600	-3264	-84	1152	-381	-2176	372
167700	-2880	-172	896	-364	-2816	354
167800	-2048	-348	640	-324	-3264	357
167900	-1216	-430	448	-305	-3776	304
168000	-192	-564	256	-272	-3840	234
168100	320	-613	-64	-283	-3840	166
168200	1088	-693	-192	-244	-3712	59
168300	1920	-717	-384	-230	-3200	-30
168400	2624	-741	-512	-229	-2688	-156
168500	3136	-728	-768	-271	-1920	-249
168600	3456	-713	-896	-236	-1344	-324
168700	3520	-687	-1024	-281	-1216	-389
168800	3712	-632	-960	-255	-576	-463
168900	3648	-569	-960	-301	256	-557
169000	3648	-391	-896	-310	1344	-642
169100	3200	-296	-704	-354	2432	-706
169200	2560	-149	-640	-365	2944	-689
169300	2048	-68	-512	-407	3840	-737
169400	1280	76	-192	-413	4096	-639
169492	576	139	-64	-452	4288	-666
169600	-256	269	128	-455	4288	-496
169700	-1216	321	320	-505	3968	-490
169796	-1728	374	576	-487	4544	-291
169900	-2688	386	704	-479	3392	-231
170000	-3328	382	896	-481	2816	-108
170100	-3648	378	1024	-520	2112	-55
170200	-4032	263	1152	-460	832	167
170300	-4032	206	1152	-488	-192	206
170400	-3904	29	1088	-405	-1152	336
170500	-3456	-32	832	-476	-1984	325
170600	-2880	-150	1024	-370	-2752	375
170700	-2688	-185	832	-441	-2752	331
170800	-2240	-306	704	-333	-3136	368
170900	-1600	-362	448	-406	-3264	322
171000	-1152	-466	384	-298	-3776	302
171100	-704	-490	256	-353	-3968	273
171200	-192	-556	192	-283	-4032	248
171300	64	-566	0	-321	-3776	212
171400	64	-579	192	-279	-3648	225
171500	192	-575	64	-320	-3904	205
171600	128	-584	64	-272	-3904	221
171700	192	-587	0	-297	-3840	192
171800	192	-596	-64	-221	-3776	212
171900	256	-590	-64	-243	-3840	183
172000	256	-594	-128	-159	-3840	208
172100	128	-587	-192	-194	-3840	184
172200	192	-587	-64	-147	-3840	211
172300	256	-583	-64	-175	-3840	198
172400	256	-605	-64	-135	-3840	191
172500	448	-616	-256	-154	-3840	164
172600	960	-670	-576	-97	-3520	80
172700	1344	-678	-704	-118	-3520	36
172800	1728	-705	-960	-75	-3264	-38
172900	2240	-710	-1216	-98	-2688	-131
173000	2624	-710	-1408	-67	-2368	-213
173100	2944	-700	-1664	-103	-1536	-268
173200	3072	-667	-1792	-88	-1280	-377
173300	3264	-641	-1920	-147	-512	-429
173400	3392	-561	-1920	-146	128	-532
173500	3328	-518	-1920	-209	896	-588
173600	3264	-436	-1856	-214	1408	-629
173696	2944	-409	-1792	-273	1664	-642
173800	2944	-328	-1600	-276	2304	-673
173900	2688	-288	-1728	-300	2432	-675
174000	2304	-194	-1280	-348	3200	-688
174100	1856	-140	-1024	-386	3520	-674
174192	1472	-46	-768	-433	3904	-661
174300	960	-7	-576	-485	4096	-703
174400	512	68	-256	-495	4160	-596
174500	64	100	-64	-524	4224	-567
174600	-192	154	128	-545	4224	-530
174700	-832	185	448	-560	3968	-467
174800	-1472	255	576	-600	3904	-338
174900	-2112	272	1280	-605	3520	-258
175000	-2752	279	1600	-619	2880	-117
175100	-3136	265	1856	-598	2240	-27
175192	-3456	214	2048	-584	1472	100
175300	-3584	190	2112	-628	640	113
175400	-3392	109	2240	-534	192	236
175500	-3648	71	2176	-494	-640	281
175600	-3392	-34	2048	-458	-1280	335
175700	-3200	-72	1920	-419	-1984	356
175800	-2880	-147	1728	-396	-2304	370
175900	-2688	-163	1600	-379	-2368	378
176000	-2560	-253	1408	-332	-3008	380
176100	-1984	-285	1216	-314	-3072	377
176200	-1728	-356	1024	-280	-3456	362
176300	-1344	-398	832	-249	-3520	351
176400	-960	-491	576	-206	-3840	299
176500	-320	-529	192	-174	-3840	271
176600	128	-600	0	-146	-3904	193
176700	576	-640	-320	-111	-3840	137
176800	1344	-702	-704	-82	-3456	-21
176900	2048	-708	-1152	-68	-2880	-76
177000	2496	-712	-1408	-70	-2432	-198
177100	2816	-707	-1600	-64	-1856	-238
177200	3072	-688	-1664	-74	-1664	-313
177300	3136	-673	-1728	-82	-1280	-357
177400	3264	-618	-1856	-112	-640	-466
177500	3392	-591	-1984	-124	0	-498
177600	3328	-532	-1920	-157	256	-562
177700	3328	-499	-1920	-176	960	-592
177800	3200	-437	-1856	-215	1408	-639
177900	3072	-399	-1856	-228	1856	-657
178000	2880	-338	-1664	-267	2240	-679
178100	2624	-295	-1536	-289	2560	-689
178200	2240	-199	-1280	-344	3136	-696
178300	1920	-148	-1088	-368	3456	-691
178400	1472	-53	-768	-428	3840	-665
178500	960	-9	-512	-451	3968	-642
178600	448	76	-256	-504	4224	-587
178700	-64	119	0	-526	4288	-547
178800	-640	205	448	-573	4224	-441
178900	-1152	222	768	-590	4032	-403
179000	-1792	267	1088	-614	3648	-269
179092	-2304	277	1472	-615	3392	-210
179200	-2624	279	1408	-625	2816	-109
179300	-3008	272	1856	-622	2368	-63
179400	-3328	240	1920	-607	1728	45
179500	-3520	231	2048	-595	1344	79
179600	-3648	183	2112	-569	704	159
179700	-3456	163	2112	-554	768	189
179800	-3584	123	2112	-536	64	232
179900	-3776	77	2112	-507	-960	274
180000	-3264	-46	1984	-444	-1344	343
180100	-2944	-123	1792	-402	-2112	360
180192	-2432	-267	1600	-325	-2688	376
180300	-1856	-332	1152	-271	-3328	359
180392	-1344	-451	832	-221	-3648	322
180500	-640	-496	448	-196	-3904	292
180600	-192	-576	128	-148	-3904	219
180700	320	-618	-128	-126	-3904	179
180800	832	-670	-448	-91	-3776	70
180900	1408	-695	-832	-77	-3520	16
181000	1920	-712	-1088	-65	-3072	-102
181100	2368	-712	-1344	-65	-2560	-155
181200	2688	-702	-1536	-68	-2048	-264
181300	2944	-698	-1664	-76	-1792	-288
181400	3136	-665	-1792	-88	-1088	-375
181500	3200	-648	-1920	-96	-832	-410
181600	3392	-573	-1984	-134	-256	-519
181700	3328	-516	-1920	-164	640	-575
181792	3136	-393	-1856	-234	1536	-651
181900	2816	-328	-1664	-270	2368	-672
182000	2496	-222	-1408	-329	2944	-687
182100	2112	-179	-1280	-354	3392	-686
182200	1728	-67	-896	-416	3776	-675
182300	1024	-6	-576	-449	4032	-641
182400	448	95	-192	-506	4480	-590
182500	-128	138	64	-532	4224	-535
182600	-768	215	448	-579	4160	-438
182700	-1280	241	768	-592	4096	-379
182800	-1792	258	1088	-609	3712	-303
182900	-2112	271	1216	-609	3648	-268
183000	-2688	274	1536	-618	2496	-186
183100	-2752	281	1664	-616	2688	-113
183200	-3264	242	1984	-600	2048	39
183300	-3520	214	2112	-585	1216	106
183400	-3648	112	2176	-537	320	240
183500	-3520	44	2048	-490	-640	298
183600	-3392	-69	1984	-437	-1600	352
183700	-3008	-121	1920	-400	-1984	372
183800	-2624	-228	1664	-347	-2688	378
183900	-2240	-297	1280	-305	-3328	377
184000	-1536	-411	896	-240	-3584	332
184100	-1024	-466	576	-207	-3904	313
184200	-256	-562	192	-155	-3840	227
184300	64	-584	0	-141	-3840	212
184400	320	-646	-192	-107	-4096	111
184500	1216	-679	-576	-87	-3584	49
184600	1984	-712	-1088	-64	-2944	-136
184700	2560	-709	-1408	-59	-2304	-208
184800	2944	-678	-1728	-80	-1600	-351
184900	3264	-654	-1856	-89	-896	-407
185000	3264	-601	-1920	-124	-192	-496
185100	3392	-567	-1984	-140	320	-534
185192	3392	-457	-1984	-201	1152	-629
185300	3072	-397	-1792	-232	1984	-648
185400	2752	-290	-1600	-296	2624	-683
185500	2368	-235	-1344	-320	3136	-686
185600	2240	-171	-1344	-367	3904	-688
185700	1792	-130	-1024	-385	3648	-682
185800	1216	-52	-704	-431	3392	-661
185900	960	9	-576	-460	3968	-631
186000	256	130	-64	-528	4224	-548
186100	-512	182	256	-556	4224	-484
186200	-1216	247	768	-598	4096	-359
186300	-1920	267	1088	-598	3776	-329
186400	-2432	281	1408	-619	3200	-151
186500	-3200	275	1536	-609	2880	-83
186600	-3328	231	1984	-592	1792	70
186700	-3584	200	2048	-572	1152	127
186800	-3584	107	2112	-529	192	245
186900	-3520	40	2176	-489	-640	296
187000	-3392	-47	1984	-443	-1408	343
187100	-3072	-107	1792	-411	-1920	362
187192	-2752	-196	1664	-363	-2560	377
187300	-2432	-254	1280	-330	-2816	379
187400	-2048	-372	1216	-261	-3648	357
187500	-1216	-429	768	-263	-3840	303
187600	-512	-552	320	-160	-3776	245
187700	192	-602	0	-139	-3776	190
187800	832	-650	-384	-100	-3584	112
187900	1088	-657	-576	-97	-3456	101
187992	1088	-655	-512	-101	-3648	101
188100	1088	-655	-576	-101	-3648	100
188200	1088	-657	-512	-97	-3584	101
188292	1088	-652	-576	-126	-3648	58
188400	1152	-657	-576	-98	-3584	96
188500	1088	-651	-512	-132	-3584	67
188600	1152	-662	-576	-96	-3584	82
188700	1152	-662	-576	-92	-3520	93
188800	1152	-667	-576	-91	-3456	66
188900	1280	-670	-640	-88	-3584	70
189000	1344	-667	-704	-55	-3456	54
189092	1024	-659	-1088	-33	-3392	59
189200	1280	-658	-832	-41	-3520	58
189300	1152	-648	-896	-82	-3520	36
189400	1344	-648	-896	17	-3456	56
189500	1088	-634	-1024	-62	-3456	35
189600	1216	-631	-960	42	-3456	53
189700	1152	-626	-1088	44	-3456	55
189800	1088	-624	-1088	35	-3392	59
189900	1024	-623	-1024	44	-3456	61
190000	1088	-634	-768	49	-3968	20
190100	1536	-640	-1408	64	-3200	-7
190200	1472	-650	-1536	71	-3136	-73
190300	1728	-651	-1664	41	-2880	-146
190400	2112	-651	-2112	77	-2304	-233
190500	2304	-639	-2304	39	-1856	-289
190600	2432	-622	-2432	56	-1472	-351
190700	2624	-602	-2496	37	-1216	-409
190800	2624	-538	-2688	-25	-320	-532
190900	2624	-493	-2624	-66	192	-588
191000	2560	-384	-2624	-171	1408	-662
191100	2368	-330	-2304	-224	2304	-683
191200	1920	-223	-1984	-332	3008	-694
191300	1536	-171	-1536	-423	3456	-678
191400	960	-100	-1280	-462	4160	-648
191500	704	-63	-704	-536	4096	-620
191600	320	10	-256	-566	4224	-567
191700	-128	47	64	-602	4096	-531
191800	-576	104	576	-656	4288	-433
191900	-1024	123	1024	-676	4032	-382
192000	-1472	150	1536	-713	3776	-269
192100	-1920	158	1856	-719	3520	-204
192200	-2304	157	2240	-717	2816	-94
192300	-2560	149	2496	-711	2368	-55
192400	-2752	119	2688	-680	1920	70
192500	-2880	97	2880	-657	1152	122
192600	-3008	41	2880	-607	384	215
192700	-3072	10	2944	-579	-192	252
192800	-2880	-68	2816	-508	-768	319
192900	-2624	-109	2624	-476	-1152	339
193000	-2560	-165	2560	-414	-1984	367
193100	-2368	-201	2304	-377	-2304	369
193200	-2048	-282	2048	-304	-2816	377
193300	-1728	-325	1728	-270	-3392	372
193400	-1344	-400	1344	-184	-3520	343
193500	-832	-449	960	-143	-3712	320
193600	-576	-500	512	-87	-3904	273
193700	-256	-515	192	-74	-3904	259
193800	-128	-547	64	-34	-3904	216
193900	192	-567	0	-25	-3904	184
194000	512	-607	-512	26	-3776	103
194100	960	-623	-896	40	-3584	58
194200	1280	-646	-1344	68	-3328	-39
194300	1664	-660	-1600	73	-2944	-95
194400	1920	-652	-1920	77	-2560	-182
194500	2176	-649	-2176	77	-2176	-238
194600	2432	-626	-2368	61	-1664	-338
194700	2560	-610	-2368	45	-1792	-391
194800	2752	-573	-2752	12	-384	-473
194900	2752	-553	-2688	-10	-128	-502
194992	2752	-483	-2688	-72	448	-592
195100	2624	-451	-2624	-106	1152	-613
195200	2752	-413	-2560	-146	2048	-645
195300	2496	-387	-2560	-169	1920	-651
195400	2304	-334	-2304	-229	2368	-676
195492	2176	-287	-2112	-266	2560	-684
195600	1856	-204	-1792	-355	3072	-684
195700	1408	-148	-1408	-403	3648	-673
195800	960	-53	-896	-503	4032	-628
195900	384	-8	-384	-542	4288	-592
195992	0	47	0	-603	4160	-531
196100	-320	77	320	-624	4096	-487
196200	-832	125	896	-676	4160	-383
196300	-1344	142	1280	-692	3968	-332
196400	-1792	159	1664	-712	3520	-202
196500	-2176	158	2048	-715	3136	-150
196600	-2432	152	2112	-707	2624	-60
196700	-2560	150	2560	-704	2368	-47
196800	-2688	124	2688	-685	1856	43
196900	-2880	102	2816	-663	1344	105
197000	-2944	45	2880	-610	576	204
197100	-3008	8	2944	-577	-64	253
197200	-2880	-98	2816	-481	-896	335
197300	-2624	-161	2624	-427	-1792	361
197400	-2304	-270	2176	-316	-2496	378
197500	-1856	-326	1792	-263	-3136	372
197600	-1280	-407	1280	-182	-3520	342
197700	-960	-430	960	-159	-3648	330
197800	-640	-493	640	-97	-3840	281
197900	-192	-522	256	-66	-3968	250
198000	128	-577	-128	-16	-3840	166
198100	576	-602	-576	9	-3648	117
198200	960	-635	-960	46	-3520	28
198300	1408	-644	-1280	62	-3264	-31
198400	1728	-653	-1664	76	-3008	-118
198500	1984	-652	-1920	79	-2560	-157
198600	2112	-644	-2112	76	-2176	-256
198700	2304	-631	-2496	61	-1536	-322
198800	2560	-571	-2496	8	-960	-473
198900	2752	-528	-2688	-32	64	-534
199000	2688	-429	-2624	-124	896	-627
199100	2496	-383	-2496	-170	1728	-658
199200	2240	-273	-2240	-280	2496	-686
199300	1792	-215	-1856	-331	3200	-697
199400	1344	-111	-1344	-439	3840	-658
199500	896	-71	-960	-478	4096	-647
199600	320	12	-448	-562	4096	-575
199692	-64	50	0	-597	4160	-536
199800	-640	109	576	-657	4160	-421
199900	-1024	128	1088	-680	4096	-370
200000	-1536	149	1472	-699	3712	-276
200100	-1856	150	1792	-708	3520	-231
200200	-2112	158	2048	-711	3328	-166
200300	-2304	155	2176	-718	2944	-116
200392	-2560	144	2432	-702	2432	-21
200500	-2688	127	2624	-686	2048	32
200600	-2880	97	2816	-657	1344	123
200700	-2944	65	2944	-632	640	176
200800	-3008	0	2944	-567	-64	265
200900	-2880	-46	2944	-534	-704	302
201000	-2752	-144	2688	-432	-1536	359
201100	-2496	-181	2240	-405	-1856	369
201200	-2176	-248	2176	-331	-2624	379
201300	-1984	-303	1920	-287	-3264	375
201400	-1280	-419	1344	-166	-3456	333
201500	-768	-465	768	-123	-3776	300
201600	-256	-533	320	-51	-3968	233
201700	64	-557	-64	-29	-3776	193
201800	640	-589	-448	7	-3136	147
201900	640	-603	-640	24	-3776	112
201992	896	-636	-896	36	-3776	8
202100	1472	-649	-1344	72	-3264	-56
202200	1856	-650	-1792	81	-2688	-189
202300	2176	-644	-2112	75	-2240	-259
202400	2496	-601	-2368	39	-1408	-408
202500	2688	-568	-2624	5	-448	-477
202600	2816	-505	-2688	-52	192	-566
202700	2752	-476	-2688	-80	768	-591
202800	2624	-383	-2624	-170	1600	-662
202900	2368	-329	-2304	-225	2176	-675
203000	1984	-225	-1984	-322	2816	-697
203100	1728	-182	-1536	-369	3328	-683
203200	1280	-98	-1216	-449	3904	-662
203300	1152	-67	-640	-483	4160	-637
203400	448	-12	-448	-534	4160	-599
203500	128	30	-128	-580	4096	-554
203596	-448	99	320	-650	4224	-438
