TIMESTAMPms	M202RAWIMUxacc	M202RAWIMUxmag	M202RAWIMUyacc	M202RAWIMUymag	M202RAWIMUzacc	M202RAWIMUzmag
188	-192	-280	128	331	-3648	-167
288	-128	-281	128	336	-3648	-168
388	-192	-280	128	340	-3584	-165
488	-192	-282	192	335	-3584	-170
588	-192	-285	128	336	-3584	-168
688	-128	-284	128	338	-3584	-173
788	-128	-279	128	338	-3648	-169
888	-192	-280	192	334	-3584	-166
984	-192	-283	128	336	-3584	-168
1088	-128	-281	128	338	-3584	-174
1188	-128	-282	128	335	-3584	-167
1288	-128	-283	192	338	-3648	-166
1388	-192	-282	192	336	-3584	-173
1488	-128	-284	192	296	-3520	-165
1588	-192	-280	128	334	-3584	-167
1688	-192	-281	192	337	-3584	-166
1788	-192	-280	192	338	-3584	-174
1888	-192	-283	128	335	-3584	-169
1984	-128	-283	128	340	-3584	-168
2088	-192	-283	128	341	-3584	-172
2188	-192	-281	128	336	-3584	-171
2288	-192	-282	128	335	-3648	-169
2388	-192	-283	192	335	-3584	-169
2488	-192	-288	128	343	-3584	-168
2588	-192	-283	128	341	-3648	-172
2688	-192	-284	128	341	-3584	-169
2788	-64	-287	128	340	-3584	-168
2888	-128	-285	128	341	-3648	-166
2984	-192	-283	192	340	-3584	-173
3088	-192	-288	128	335	-3584	-170
3188	-192	-290	128	342	-3648	-172
3288	-192	-284	128	340	-3584	-175
3388	-192	-284	128	338	-3648	-166
3488	-192	-288	128	338	-3584	-176
3588	-192	-290	64	340	-3584	-167
3688	-128	-284	192	272	-3648	-189
3788	-192	-289	128	330	-3584	-169
3888	-192	-287	128	336	-3584	-167
3984	-192	-287	192	340	-3584	-175
4092	-256	-288	128	335	-3584	-160
4192	-192	-289	192	332	-3584	-168
4292	-192	-290	192	334	-3648	-168
4392	-192	-288	192	338	-3584	-173
4484	-192	-286	128	336	-3584	-174
4584	-128	-287	128	334	-3584	-168
4684	-192	-286	128	334	-3584	-175
4784	-192	-289	128	333	-3648	-168
4888	-128	-286	64	328	-3584	-168
5000	-192	-294	128	335	-3648	-173
5088	-192	-288	192	333	-3648	-174
5188	-192	-286	128	336	-3584	-157
5288	-128	-290	128	333	-3648	-166
5388	-192	-294	128	332	-3584	-169
5488	-128	-287	128	314	-3520	-185
5588	-128	-289	192	332	-3584	-166
5688	-128	-290	192	299	-3648	-190
5788	-128	-289	128	333	-3648	-169
5888	-192	-286	128	335	-3584	-168
5984	-128	-287	128	308	-3584	-167
6088	-192	-293	128	335	-3584	-166
6188	-192	-286	128	333	-3584	-168
6288	-192	-289	128	332	-3584	-168
6388	-192	-293	192	336	-3648	-166
6488	-192	-286	192	309	-3648	-206
6588	-128	-289	128	334	-3584	-166
6688	-192	-291	192	334	-3584	-169
6788	-192	-293	128	337	-3584	-168
6888	-128	-289	128	337	-3584	-174
6984	-128	-291	192	334	-3584	-166
7088	-192	-288	192	330	-3584	-169
7188	-192	-292	192	334	-3648	-157
7288	-192	-286	128	336	-3648	-170
7388	-192	-289	192	329	-3648	-169
7488	-128	-292	192	334	-3584	-165
7588	-192	-292	64	337	-3584	-171
7688	-256	-289	128	312	-3584	-154
7788	-256	-290	512	286	-3712	-140
7888	-192	-294	896	218	-3648	-112
7984	-192	-298	1408	160	-3392	-96
8092	-128	-302	1984	79	-3200	-83
8192	-64	-303	2432	49	-3008	-83
8292	-128	-313	2752	-10	-2816	-86
8392	-64	-310	2944	-37	-2560	-87
8488	-64	-311	3136	-90	-2240	-92
8584	0	-317	3520	-145	-1984	-109
8684	0	-326	3648	-251	-1088	-190
8788	0	-330	3904	-283	-896	-180
8888	0	-332	4160	-309	-704	-198
9000	64	-337	4160	-453	64	-301
9088	64	-347	4288	-409	512	-319
9188	64	-333	4160	-435	1280	-375
9288	-128	-324	4032	-440	1664	-386
9388	-384	-263	4032	-444	1984	-456
9488	-704	-230	3712	-436	2304	-487
9588	-1024	-216	3520	-414	2880	-613
9688	-640	-226	2560	-401	3584	-671
9788	-384	-233	2112	-367	3776	-727
9888	-320	-239	1792	-354	4032	-758
9984	-192	-254	1344	-299	4160	-809
10092	-64	-268	896	-264	4288	-850
10192	0	-278	576	-240	4352	-867
10284	64	-291	128	-151	4352	-912
10392	320	-311	-640	-95	4224	-932
10488	448	-336	-1280	19	4032	-953
10584	704	-349	-1920	66	3712	-961
10688	768	-372	-2304	145	3392	-949
10788	896	-382	-2752	198	3008	-936
10884	960	-401	-3136	284	2496	-908
11008	1024	-415	-3456	362	1920	-871
11088	960	-425	-3584	383	1280	-832
11188	1152	-433	-3712	417	832	-808
11288	1024	-436	-3776	456	576	-766
11388	1024	-443	-3712	482	0	-701
11488	960	-441	-3584	501	-512	-664
11588	960	-443	-3520	521	-896	-619
11688	896	-446	-3392	523	-1216	-581
11788	832	-441	-3136	520	-1664	-536
11888	768	-445	-3008	525	-1792	-511
11984	640	-437	-2752	517	-2112	-437
12084	576	-434	-2432	517	-2624	-427
12184	512	-421	-2368	476	-2432	-329
12284	192	-409	-1216	433	-3392	-263
12384	128	-394	-960	392	-3200	-221
12488	0	-377	-128	347	-3648	-176
12588	-128	-356	512	257	-3456	-127
12688	-448	-345	832	211	-3392	-106
12788	-576	-320	1792	114	-3264	-86
12888	-640	-298	2240	5	-2880	-80
12984	-768	-292	2752	-44	-2496	-86
13084	-896	-262	3328	-153	-1984	-118
13192	-960	-254	3648	-233	-1408	-156
13292	-1088	-247	3840	-242	-1088	-162
13392	-1024	-241	3968	-264	-576	-178
13488	-1024	-221	4032	-416	-64	-303
13588	-1088	-224	4096	-363	576	-281
13688	-1024	-218	4096	-416	1152	-373
13788	-1024	-219	3968	-423	1856	-423
13888	-896	-215	3648	-432	2432	-525
14008	-704	-230	3072	-408	3200	-661
14088	-448	-237	2432	-380	3584	-706
14188	-256	-251	1920	-334	3968	-783
14288	-192	-263	1280	-287	4288	-827
14388	0	-287	448	-184	4288	-895
14488	128	-306	-320	-125	4288	-927
14588	384	-332	-1024	-10	4096	-957
14688	576	-343	-1728	9	3904	-957
14788	768	-366	-2304	148	3456	-945
14888	768	-383	-2752	197	2880	-936
14984	960	-394	-3136	285	2560	-904
15088	960	-404	-3456	345	1856	-882
15188	960	-422	-3584	412	1152	-809
15288	960	-426	-3712	448	320	-768
15388	960	-430	-3712	484	0	-720
15488	960	-432	-3648	494	-384	-650
15588	896	-437	-3520	517	-832	-604
15688	768	-435	-3200	526	-1536	-503
15788	640	-429	-2752	519	-2112	-446
15888	448	-414	-2112	481	-2752	-340
15984	256	-411	-1728	474	-3072	-322
16088	192	-394	-1344	416	-3200	-246
16188	0	-384	-640	344	-3456	-229
16288	-256	-361	64	284	-3712	-143
16388	-448	-350	896	226	-3584	-114
16488	-512	-314	1600	30	-3264	-137
16588	-640	-309	2304	55	-2944	-82
16688	-768	-289	2816	-38	-2496	-84
16788	-832	-284	3200	-79	-2176	-92
16888	-960	-264	3520	-174	-1664	-125
16984	-960	-255	3712	-199	-1088	-149
17088	-1024	-245	3968	-281	-704	-190
17188	-1024	-228	4096	-335	-128	-254
17288	-1024	-226	4096	-364	448	-288
17388	-1024	-217	4096	-414	1088	-389
17488	-896	-220	3968	-453	1792	-446
17588	-768	-223	3520	-433	2688	-539
17688	-704	-225	3136	-423	3456	-593
17788	-512	-244	2432	-388	3648	-708
17888	-384	-248	1920	-357	4096	-750
17984	-192	-264	1216	-278	4224	-836
18088	0	-281	448	-235	4416	-870
18188	384	-305	-384	-131	4480	-920
18288	384	-329	-896	-21	4160	-949
18388	576	-335	-1600	28	4032	-952
18488	640	-365	-2112	123	3648	-952
18588	768	-374	-2624	179	3200	-942
18688	768	-388	-3008	265	2560	-918
18788	896	-396	-3328	296	2240	-900
18888	896	-413	-3520	368	1728	-849
18984	960	-418	-3648	394	896	-830
19092	896	-423	-3648	452	704	-769
19184	960	-427	-3712	483	128	-716
19292	896	-432	-3520	513	-768	-637
19384	768	-436	-3328	523	-1344	-597
19488	704	-428	-3008	528	-1856	-496
19588	576	-426	-2816	526	-2048	-478
19688	512	-420	-2304	502	-2560	-382
19788	320	-405	-1728	459	-3072	-307
19888	128	-396	-1216	428	-3008	-255
19984	64	-371	-704	323	-3456	-205
20084	-128	-370	128	305	-3584	-152
20192	-448	-340	960	198	-3456	-106
20292	-448	-328	1536	151	-3328	-92
20392	-576	-316	2112	55	-3008	-81
20484	-768	-302	2496	7	-2752	-79
20588	-768	-276	3136	-115	-2240	-105
20684	-960	-269	3712	-184	-1728	-129
20784	-960	-253	3968	-277	-896	-189
20888	-1088	-234	4160	-336	-128	-253
21000	-960	-224	4160	-397	896	-342
21088	-896	-227	3968	-432	1792	-491
21188	-768	-227	3584	-419	2432	-577
21288	-576	-242	2944	-385	3392	-703
21388	-320	-253	1984	-354	3904	-763
21488	-192	-278	1152	-259	4352	-850
21588	64	-285	320	-208	4480	-888
21688	192	-311	-320	-95	4288	-932
21788	448	-319	-1088	-56	4224	-943
21888	512	-346	-1664	70	3840	-955
21984	704	-366	-2432	147	3264	-949
22092	768	-386	-3008	255	2816	-919
22184	896	-393	-3328	310	2176	-888
22292	896	-428	-3712	450	1344	-769
22384	896	-429	-3456	511	-448	-647
22492	640	-422	-2752	524	-2112	-471
22592	576	-416	-2496	508	-2496	-403
22692	448	-416	-2112	494	-2816	-370
22792	256	-397	-1600	446	-3072	-277
22892	128	-390	-1024	418	-3328	-242
22984	64	-383	-576	374	-3456	-203
23092	-192	-373	-192	355	-3712	-185
23184	128	-370	-256	350	-3392	-181
23292	-128	-370	-64	346	-3584	-181
23392	-64	-376	-192	359	-3648	-190
23484	0	-373	-320	302	-3520	-228
23584	-64	-376	-384	386	-3648	-210
23684	-128	-375	-256	363	-3520	-197
23788	-64	-371	-128	355	-3584	-186
23888	-64	-369	-128	357	-3584	-184
24008	-64	-372	-128	314	-3520	-200
24088	-64	-376	-128	353	-3584	-180
24188	-64	-375	-64	355	-3584	-182
24288	-128	-369	-128	352	-3648	-181
24388	-128	-369	64	351	-3968	-182
24488	-128	-372	-64	361	-3584	-189
24588	-192	-382	-64	359	-3712	-196
24688	-64	-379	-128	353	-3584	-187
24788	-64	-380	-128	355	-3520	-186
24888	-64	-387	-128	349	-3520	-187
24984	0	-387	-64	309	-3520	-206
25084	-256	-396	0	343	-3584	-182
25192	-64	-405	-64	344	-3648	-185
25284	-64	-411	-128	345	-3584	-190
25384	-128	-420	-192	336	-3584	-185
25488	-128	-415	-64	337	-3584	-185
25588	-64	-420	-64	339	-3648	-186
25688	-128	-418	-64	334	-3584	-184
25788	-64	-419	-64	329	-3584	-181
25888	-128	-420	0	324	-3584	-178
25984	-128	-423	-64	334	-3584	-182
26092	0	-419	-64	294	-3520	-212
26192	-64	-423	-64	330	-3520	-176
26292	-128	-424	-64	328	-3456	-179
26392	-128	-421	-64	334	-3584	-179
26484	-64	-423	-64	335	-3520	-185
26584	-64	-424	-64	330	-3520	-183
26684	-64	-420	64	327	-3648	-172
26788	-192	-405	256	295	-3712	-158
26884	-448	-379	640	241	-3520	-121
27000	-576	-366	896	204	-3392	-115
27088	-640	-343	1280	151	-3328	-91
27188	-896	-313	1664	48	-3072	-104
27288	-1280	-279	2496	-21	-2816	-86
27388	-1344	-255	3008	-68	-2368	-93
27488	-1536	-219	3328	-253	-1600	-171
27588	-1664	-203	3712	-221	-1088	-165
27688	-1728	-173	3904	-298	-256	-232
27788	-1728	-166	3968	-330	320	-271
27888	-1600	-156	3968	-356	896	-324
27984	-1472	-154	3840	-374	1472	-373
28088	-1408	-146	3648	-398	2176	-461
28188	-1408	-150	3392	-401	2560	-550
28288	-1152	-148	3136	-397	3072	-584
28388	-960	-162	2688	-377	3520	-663
28488	-832	-173	2240	-350	3840	-706
28588	-576	-202	1728	-304	4096	-791
28688	-192	-215	1088	-264	4352	-834
28788	128	-255	192	-169	4480	-898
28888	384	-282	-384	-119	4352	-921
28984	576	-326	-1088	-9	4160	-953
29084	896	-348	-1664	49	3776	-961
29192	1216	-396	-2304	134	3200	-963
29292	1408	-439	-2816	298	2496	-895
29384	1472	-455	-3264	342	1792	-861
29484	1536	-475	-3456	399	1280	-804
29584	1536	-490	-3520	432	576	-761
29684	1472	-501	-3328	482	-320	-661
29784	1408	-501	-3392	491	-960	-634
29884	1280	-504	-3008	499	-1600	-488
30000	960	-494	-2432	493	-2432	-416
30088	704	-468	-1856	449	-2880	-311
30188	320	-453	-1152	412	-3264	-259
30288	64	-412	-320	321	-3520	-168
30388	-384	-389	320	274	-3712	-143
30488	-576	-349	1024	178	-3456	-96
30588	-832	-329	1664	121	-3392	-85
30688	-1024	-304	2112	58	-3136	-76
30788	-1088	-275	2624	-31	-2624	-87
30888	-1216	-263	2944	-79	-2304	-96
30984	-1408	-231	3264	-241	-1856	-171
31088	-1472	-217	3584	-201	-1280	-156
31188	-1600	-193	3840	-268	-832	-199
31288	-1600	-181	4032	-304	-128	-232
31388	-1664	-166	3968	-358	384	-310
31488	-1536	-158	3904	-379	1280	-370
31588	-1344	-153	3712	-405	1984	-469
31688	-1280	-156	3392	-407	2560	-517
31788	-1088	-164	3008	-396	3136	-614
31888	-832	-172	2560	-382	3648	-658
31984	-640	-194	1984	-342	3968	-746
32088	-384	-219	1408	-284	4224	-816
32188	-192	-226	896	-295	4288	-868
32288	0	-254	320	-203	4416	-881
32388	128	-263	64	-168	4352	-902
32488	320	-291	-384	-92	4352	-939
32588	576	-311	-960	-52	4224	-949
32688	768	-343	-1536	38	3904	-954
32788	960	-367	-1984	96	3776	-953
32888	1152	-401	-2560	213	3136	-933
32984	1280	-421	-2944	260	2240	-913
33084	1408	-440	-3264	320	1984	-877
33192	1408	-447	-3392	340	1664	-865
33292	1536	-469	-3456	407	1024	-797
33384	1472	-479	-3584	443	320	-748
33488	1344	-495	-3392	495	-576	-636
33588	1152	-490	-3072	510	-1664	-511
33688	960	-488	-2688	504	-2112	-466
33788	832	-472	-2176	477	-2624	-366
33888	576	-463	-1728	456	-2944	-329
33984	320	-437	-1152	393	-3264	-237
34092	128	-423	-512	358	-3392	-200
34192	-192	-382	256	272	-3584	-143
34284	-384	-365	832	217	-3456	-115
34392	-640	-326	1536	110	-3328	-83
34488	-896	-309	2176	21	-3072	-101
34584	-1152	-264	2816	-75	-2560	-94
34684	-1344	-246	3328	-131	-1856	-111
34788	-1408	-226	3584	-196	-1408	-144
34888	-1472	-202	3840	-262	-768	-191
35008	-1536	-191	3968	-323	-64	-241
35088	-1472	-184	3968	-354	384	-299
35188	-1472	-178	3968	-375	960	-347
35288	-1408	-166	3904	-397	1600	-402
35388	-1344	-166	3776	-411	2048	-443
35488	-1216	-170	3520	-412	2624	-538
35588	-1024	-171	3136	-401	3136	-595
35688	-832	-190	2560	-375	3712	-698
35788	-512	-200	1984	-348	3968	-741
35888	-320	-218	1344	-296	4160	-809
35984	-192	-226	960	-274	4352	-839
36088	-64	-246	704	-241	4352	-855
36188	0	-260	256	-197	4288	-885
36288	192	-268	0	-169	4352	-904
36388	320	-292	-320	-105	4416	-931
36488	512	-305	-832	-69	4160	-938
36588	576	-314	-1152	-31	4032	-948
36688	704	-332	-1472	6	3968	-954
36788	832	-357	-1792	70	3904	-955
36888	960	-359	-2112	100	3328	-957
36984	960	-373	-2304	136	3456	-948
37092	1088	-385	-2624	146	2752	-985
37192	1152	-406	-2816	225	2688	-925
37292	1280	-409	-3072	239	2560	-926
37392	1280	-424	-3200	283	2304	-895
37488	1344	-434	-3328	321	1792	-876
37584	1408	-448	-3456	370	1280	-844
37684	1408	-464	-3584	417	1024	-788
37784	1408	-470	-3520	439	320	-756
37884	1344	-477	-3584	466	0	-716
38000	1280	-481	-3520	482	-320	-680
38088	1216	-483	-3328	496	-960	-626
38188	1152	-478	-3328	475	-1152	-630
38288	1152	-485	-3200	510	-1280	-566
38388	1024	-482	-2944	508	-1984	-529
38488	960	-474	-2688	424	-2176	-497
38588	768	-467	-2368	497	-2560	-418
38688	576	-454	-1856	479	-2944	-327
38788	320	-447	-1344	439	-3264	-289
38888	192	-431	-960	407	-3456	-243
38984	64	-429	-640	389	-3520	-227
39084	64	-412	-384	359	-3520	-203
39192	0	-419	-256	358	-3520	-196
39292	0	-411	-256	362	-3520	-202
39384	-64	-410	-192	360	-3520	-196
39488	-64	-413	-192	353	-3520	-196
39588	-64	-411	-128	352	-3584	-193
39688	-64	-408	-192	353	-3520	-196
39788	-64	-412	-128	349	-3584	-194
39888	0	-409	-192	357	-3456	-192
39984	-64	-414	-192	359	-3584	-199
40092	0	-408	-192	354	-3520	-193
40192	0	-408	-128	319	-3584	-234
40292	-64	-407	-64	348	-3584	-188
40392	-64	-403	-192	349	-3584	-190
40488	-64	-406	-128	346	-3520	-190
40584	-128	-403	-128	346	-3584	-186
40684	0	-400	-64	344	-3520	-186
40788	-128	-402	-128	341	-3648	-183
40884	-128	-404	-64	341	-3456	-180
41008	-128	-402	-64	337	-3648	-180
41088	-128	-398	-64	337	-3584	-182
41188	-128	-400	64	340	-4032	-185
41288	-128	-399	-128	337	-3648	-178
41388	-448	-420	128	335	-3840	-184
41488	-64	-422	-128	328	-3584	-180
41588	-64	-423	-64	331	-3584	-178
41688	-128	-431	-64	279	-3648	-192
41788	-192	-442	0	309	-3584	-173
41888	-192	-440	128	307	-3648	-168
41984	0	-449	128	274	-3584	-189
42088	-64	-451	128	302	-3648	-172
42188	-128	-452	64	297	-3648	-168
42288	-128	-451	64	302	-3584	-165
42388	-128	-454	64	298	-3584	-171
42488	-128	-458	64	298	-3584	-166
42588	-192	-453	64	291	-3584	-165
42688	-128	-461	64	291	-3584	-168
42788	-256	-457	128	287	-3584	-165
42888	-256	-459	128	286	-3584	-161
42984	-256	-460	128	284	-3584	-159
43092	-192	-468	128	289	-3584	-166
43192	-128	-467	64	292	-3520	-166
43292	-64	-461	128	282	-3392	-160
43384	-192	-468	64	281	-3584	-164
43484	-192	-462	128	284	-3648	-166
43584	-192	-460	128	285	-3584	-165
43684	-192	-462	128	288	-3648	-162
43792	-192	-463	192	278	-3584	-155
43884	-320	-443	256	253	-3648	-142
44000	-448	-404	512	162	-3392	-161
44088	-704	-384	832	170	-3392	-100
44188	-1152	-348	1536	121	-3456	-86
44288	-1408	-298	1856	52	-3008	-85
44388	-1792	-242	2368	-37	-2688	-89
44488	-1920	-220	2624	-75	-1984	-105
44588	-2176	-168	3072	-148	-1536	-141
44688	-2304	-140	3264	-196	-896	-180
44788	-2496	-93	3456	-272	-192	-260
44888	-2496	-78	3584	-293	384	-303
44984	-2368	-60	3456	-322	1216	-377
45088	-2240	-58	3392	-330	1664	-397
45188	-2176	-56	3200	-342	2368	-487
45288	-1984	-51	3072	-341	2624	-510
45388	-1728	-62	2816	-338	3008	-593
45488	-1472	-64	2432	-378	3584	-654
45588	-1152	-99	2048	-294	3840	-732
45688	-704	-129	1408	-257	4224	-796
45788	-128	-193	576	-171	4352	-883
45888	384	-274	-256	-64	4352	-936
45984	896	-311	-832	-10	4160	-950
46092	1344	-379	-1536	97	3840	-952
46184	1728	-406	-1984	103	3200	-944
46292	1984	-463	-2432	218	2816	-917
46392	2112	-486	-2624	255	2240	-900
46488	2240	-526	-2880	233	1472	-867
46584	2368	-547	-3072	349	1024	-806
46688	2368	-579	-3136	406	192	-720
46788	2176	-594	-2880	434	-768	-642
46888	1984	-601	-2688	447	-1344	-528
47000	1664	-588	-2304	438	-2048	-419
47088	1344	-572	-1792	423	-2688	-365
47188	896	-533	-1344	368	-3136	-261
47288	512	-510	-704	339	-3520	-216
47388	0	-440	-64	258	-3520	-148
47488	-512	-414	576	206	-3584	-118
47588	-960	-343	1344	106	-3328	-82
47688	-1408	-313	1920	68	-3136	-77
47788	-1728	-252	2368	-26	-2624	-94
47888	-1920	-213	2752	-83	-1920	-103
47984	-2176	-164	3136	-164	-1472	-149
48084	-2304	-141	3456	-204	-768	-186
48184	-2432	-83	3584	-300	128	-310
48284	-2304	-66	3520	-323	1280	-362
48384	-2112	-62	3328	-342	1984	-456
48484	-1920	-60	3072	-336	2624	-509
48584	-1664	-68	2752	-340	3136	-600
48692	-1472	-84	2432	-322	3584	-672
48784	-1152	-97	2112	-312	3840	-712
48884	-832	-132	1600	-257	4096	-792
49008	-320	-158	832	-229	4352	-835
49088	64	-220	448	-149	4352	-900
49188	320	-235	-192	-139	4288	-932
49288	704	-287	-640	-41	4288	-948
49388	1024	-314	-1088	-3	4032	-952
49488	1344	-367	-1536	-10	3712	-1004
49588	1600	-398	-1984	115	3392	-955
49688	1792	-435	-2304	195	3008	-934
49788	1920	-451	-2624	206	2496	-920
49888	2048	-493	-2752	267	2240	-885
49984	2176	-516	-2944	299	1728	-862
50088	2240	-552	-3072	366	832	-790
50188	2304	-582	-3136	420	192	-681
50288	2112	-593	-3008	442	-768	-625
50388	1856	-586	-2560	453	-1600	-472
50488	1408	-573	-2048	400	-2176	-386
50588	1024	-533	-1408	384	-3008	-273
50688	512	-515	-704	353	-3328	-226
50788	-64	-451	-64	273	-3520	-152
50888	-384	-428	448	243	-3648	-130
50984	-704	-385	896	169	-3584	-100
51084	-1088	-352	1408	126	-3328	-87
51192	-1344	-297	1920	4	-2944	-100
51292	-1536	-257	2304	-26	-2560	-88
51392	-1792	-235	2752	-67	-2112	-102
51488	-1984	-175	3072	-165	-1536	-147
51584	-2176	-148	3328	-204	-832	-179
51688	-2240	-121	3520	-253	-256	-229
51784	-2304	-106	3584	-283	256	-266
51884	-2304	-80	3648	-322	832	-349
52008	-2112	-67	3520	-351	1600	-439
52088	-2048	-70	3328	-353	2112	-473
52188	-1856	-72	3136	-355	2624	-512
52288	-1600	-80	2816	-345	3200	-617
52388	-1280	-90	2304	-337	3648	-665
52488	-1088	-111	1856	-298	3968	-734
52588	-640	-127	1472	-279	4160	-776
52688	-448	-161	1024	-262	4288	-830
52788	-64	-202	576	-179	4288	-875
52888	192	-219	128	-150	4416	-903
52984	448	-251	-256	-132	4288	-972
53092	704	-277	-704	-66	4224	-942
53184	1024	-321	-1088	10	3968	-953
53284	1216	-340	-1472	41	3904	-964
53384	1472	-393	-1856	115	3520	-952
53484	1728	-417	-2240	127	3136	-961
53592	1920	-446	-2560	206	2368	-927
53684	1984	-456	-2688	221	2432	-917
53784	1984	-482	-2752	264	2240	-889
53892	2176	-519	-2944	330	1728	-840
53984	2176	-532	-3136	316	960	-832
54092	2176	-558	-3136	392	320	-755
54192	2112	-567	-3136	411	64	-718
54284	2048	-584	-3072	445	-640	-627
54392	1984	-587	-2880	455	-1344	-573
54484	1792	-580	-2624	456	-1728	-484
54588	1472	-580	-2240	449	-2240	-437
54684	1152	-549	-1856	418	-2752	-332
54784	768	-523	-1216	391	-3200	-272
54888	320	-475	-512	315	-3584	-183
55000	-128	-410	192	145	-3584	-173
55088	-640	-383	896	175	-3520	-106
55188	-960	-353	1408	132	-3264	-89
55288	-1280	-312	1856	61	-3136	-79
55388	-1536	-284	2304	18	-2752	-82
55488	-1728	-235	2688	-60	-2240	-100
55588	-1920	-194	3008	-132	-1664	-127
55688	-2048	-175	3264	-168	-1280	-147
55788	-2176	-138	3456	-231	-640	-201
55888	-2240	-121	3584	-258	-128	-231
55984	-2240	-99	3712	-308	256	-300
56084	-2240	-84	3648	-326	960	-345
56184	-2112	-71	3520	-351	1728	-443
56292	-1920	-74	3264	-361	2496	-488
56384	-1664	-87	2944	-354	2944	-582
56488	-1472	-88	2560	-342	3520	-637
56588	-1088	-119	2048	-301	3904	-739
56688	-640	-139	1408	-279	4224	-782
56788	-256	-182	768	-211	4288	-851
56888	128	-236	256	-127	4416	-911
56984	512	-273	-448	-74	4288	-935
57084	960	-347	-1088	39	4096	-956
57184	1216	-374	-1728	69	3648	-950
57292	1664	-429	-2240	185	3008	-929
57384	1920	-455	-2624	224	2496	-913
57488	1984	-495	-2880	300	1792	-868
57588	2112	-506	-3136	322	1600	-854
57688	2176	-531	-3136	359	1088	-810
57788	2176	-541	-3264	379	448	-779
57888	2176	-556	-3200	409	192	-733
57984	2048	-561	-3136	416	-128	-719
58092	1984	-576	-3072	449	-896	-634
58192	1920	-578	-2944	461	-1216	-564
58292	1728	-579	-2688	462	-1728	-542
58392	1664	-576	-2496	466	-1984	-486
58488	1472	-571	-2368	457	-2240	-453
58588	1344	-558	-2112	444	-2560	-380
58684	1024	-546	-1664	432	-2880	-363
58784	704	-524	-1216	394	-3200	-275
58884	512	-506	-832	375	-3456	-251
59008	192	-482	-448	340	-3584	-207
59088	128	-478	-256	302	-3520	-233
59188	0	-462	-192	307	-3584	-174
59288	-128	-457	64	304	-3584	-174
59388	-128	-460	64	299	-3584	-173
59488	-64	-457	0	314	-3584	-196
59588	-128	-455	0	304	-3584	-176
59688	-128	-455	64	303	-3584	-173
59788	-128	-461	64	301	-3584	-171
59888	-128	-457	64	301	-3648	-170
59984	-64	-456	64	312	-3584	-166
60088	-128	-461	64	306	-3648	-170
60188	-128	-455	64	275	-3584	-193
60288	-128	-453	64	304	-3584	-173
60388	-128	-457	64	302	-3584	-173
60488	-64	-459	0	229	-3520	-222
60588	-64	-458	0	308	-3648	-181
60688	-128	-457	64	321	-3648	-174
60788	-128	-462	0	304	-3648	-175
60888	-64	-467	-64	319	-3456	-184
60984	0	-466	-256	321	-3520	-194
61084	0	-472	-128	318	-3584	-190
61192	-64	-471	-64	326	-3712	-194
61284	64	-466	-192	327	-3584	-192
61384	64	-464	-128	325	-3456	-189
61484	0	-469	-128	324	-3520	-186
61584	64	-475	-128	318	-3648	-188
61684	0	-476	-192	314	-3520	-193
61784	0	-486	-128	311	-3584	-189
61884	0	-489	-64	306	-3648	-186
62008	0	-494	-192	303	-3456	-185
62088	0	-504	-64	296	-3520	-188
62188	0	-524	-64	288	-3520	-188
62288	0	-522	-128	285	-3648	-186
62388	0	-517	-64	283	-3584	-183
62488	0	-523	-128	282	-3456	-184
62588	0	-522	-128	281	-3648	-184
62688	-192	-520	0	283	-3840	-185
62788	0	-523	-128	278	-3648	-187
62888	0	-521	-64	285	-3584	-188
62984	0	-525	64	274	-3648	-188
63088	64	-529	-64	274	-3584	-182
63188	-64	-527	-64	272	-3584	-184
63288	64	-527	-64	275	-3456	-186
63388	64	-525	-64	277	-3648	-183
63488	64	-524	-64	272	-3520	-178
63588	0	-525	-64	271	-3584	-179
63688	-64	-525	-64	272	-3584	-181
63788	0	-524	-64	268	-3648	-181
63888	-64	-521	0	269	-3584	-182
63984	0	-516	0	274	-3520	-190
64084	-64	-520	0	268	-3584	-176
64192	0	-524	0	269	-3648	-179
64292	64	-518	-64	268	-3520	-176
64392	0	-514	0	261	-3584	-172
64488	-128	-512	0	255	-3584	-172
64588	-256	-463	384	214	-3456	-136
64688	-640	-437	640	191	-3392	-116
64788	-1088	-351	1152	108	-3264	-87
64888	-1728	-316	1728	66	-3008	-78
65008	-2368	-214	2304	-39	-2304	-100
65088	-2496	-134	2624	-122	-1728	-142
65188	-2816	-105	2944	-156	-1088	-176
65288	-2880	-45	3008	-213	-192	-263
65388	-2944	-26	3072	-236	640	-301
65488	-2880	6	3072	-277	1280	-422
65588	-2624	6	2880	-281	2048	-474
65688	-2304	3	2624	-285	2752	-564
65788	-1984	-3	2368	-279	3328	-605
65888	-1664	-38	1984	-253	3712	-709
65984	-1152	-62	1472	-230	4096	-763
66088	-576	-129	832	-163	4416	-855
66188	0	-160	256	-140	4224	-884
66288	576	-260	-192	-46	4288	-934
66388	1216	-346	-832	43	4096	-955
66488	1792	-377	-1344	78	3648	-954
66588	2048	-447	-1728	143	3264	-939
66688	2304	-470	-2048	171	2880	-928
66788	2496	-525	-2240	227	2560	-887
66888	2752	-565	-2432	265	1728	-855
66984	2816	-610	-2560	324	768	-781
67088	2816	-623	-2624	342	256	-747
67188	2816	-653	-2688	377	-192	-653
