Rate,Torque
1.41727e-07,1.41783e-07
8.34322e-06,8.20482e-06
1.28289e-07,1.28336e-07
1.39369e-07,1.39425e-07
1.37773e-07,1.37828e-07
1.36677e-07,1.36732e-07
9.16189e-08,9.16435e-08
1.85301e-06,1.76162e-06
1.33871e-07,1.33924e-07
8.06196e-06,7.93129e-06
1.32288e-07,1.3234e-07
5.61581e-08,5.61677e-08
1.99129e-06,1.93559e-06
1.30389e-07,1.30441e-07
7.97434e-06,7.84712e-06
1.28163e-07,1.28214e-07
1.0446e-07,1.04495e-07
1.25933e-07,1.25983e-07
1.24777e-07,1.24827e-07
1.15867e-07,1.1591e-07
1.23895e-07,1.23944e-07
1.22384e-07,1.22433e-07
7.6243e-06,7.5049e-06
8.20601e-08,8.20823e-08
3.79402e-08,3.7945e-08
1.18784e-07,1.18831e-07
1.17727e-07,1.17773e-07
7.46089e-06,7.34609e-06
5.17544e-08,5.17635e-08
1.89237e-06,1.84104e-06
1.15946e-07,1.15992e-07
7.55756e-06,7.44463e-06
1.13218e-07,1.13262e-07
6.00558e-06,5.89428e-06
1.11996e-07,1.1204e-07
7.40832e-06,7.29928e-06
1.02398e-07,1.02436e-07
6.84247e-06,6.74282e-06
1.08915e-07,1.08958e-07
1.08049e-07,1.08092e-07
5.07892e-06,4.97226e-06
3.21269e-08,3.21307e-08
2.18366e-06,2.15241e-06
1.05175e-07,1.05216e-07
1.04656e-07,1.04697e-07
4.67125e-08,4.67209e-08
1.77537e-06,1.72904e-06
1.02897e-07,1.02938e-07
1.02208e-07,1.02249e-07
1.0137e-07,1.0141e-07
5.59384e-06,5.49422e-06
9.82999e-08,9.83385e-08
6.84417e-06,6.74859e-06
9.42898e-08,9.43259e-08
6.67572e-06,6.5841e-06
9.6367e-08,9.64052e-08
6.85523e-06,6.7616e-06
6.75221e-08,6.75412e-08
2.70134e-08,2.70165e-08
9.45662e-08,9.4604e-08
6.77657e-06,6.6847e-06
9.29049e-08,9.29419e-08
3.15552e-06,3.06317e-06
4.83226e-08,4.83327e-08
9.11452e-08,9.11813e-08
6.66769e-06,6.57921e-06
8.93845e-08,8.94199e-08
6.80028e-08,6.80234e-08
5.0343e-06,4.96831e-06
8.786e-08,8.78949e-08
8.67689e-08,8.68032e-08
6.50904e-06,6.42488e-06
8.60858e-08,8.61201e-08
6.49602e-06,6.41252e-06
6.34709e-08,6.34899e-08
1.25858e-06,1.19522e-06
8.38971e-08,8.39305e-08
8.33984e-08,8.34317e-08
6.36958e-06,6.28872e-06
3.3563e-08,3.35685e-08
1.30626e-06,1.27296e-06
8.06262e-08,8.0658e-08
6.18096e-06,6.10277e-06
7.97215e-08,7.97531e-08
5.93991e-08,5.94168e-08
4.62985e-06,4.57229e-06
7.78207e-08,7.78514e-08
7.75191e-08,7.75499e-08
6.12212e-06,6.04704e-06
7.6293e-08,7.63233e-08
7.50979e-08,7.51274e-08
4.55264e-06,4.4789e-06
7.52062e-08,7.52363e-08
6.0634e-06,5.99061e-06
7.31234e-08,7.31523e-08
3.08127e-06,3.00877e-06
3.56566e-08,3.56636e-08
7.23505e-08,7.23792e-08
7.20298e-08,7.20585e-08
5.89652e-06,5.82683e-06
1.90837e-08,1.90857e-08
1.16279e-06,1.14405e-06
7.03436e-08,7.03716e-08
5.86612e-06,5.79812e-06
6.86883e-08,6.87155e-08
5.62361e-06,5.55711e-06
6.81106e-08,6.81378e-08
5.66557e-06,5.59968e-06
5.1974e-08,5.199e-08
6.68424e-08,6.68692e-08
6.55467e-08,6.55726e-08
6.51778e-08,6.52036e-08
3.51774e-08,3.5185e-08
2.95984e-08,2.96038e-08
2.56188e-06,2.5333e-06
6.40254e-08,6.40509e-08
6.34844e-08,6.35097e-08
1.79821e-06,1.73494e-06
4.30685e-08,4.30803e-08
6.23373e-08,6.23621e-08
6.19669e-08,6.19916e-08
6.12743e-08,6.12986e-08
5.03948e-06,4.98006e-06
6.0098e-08,6.01217e-08
5.39179e-06,5.33384e-06
4.94275e-08,4.94439e-08
4.48092e-06,4.43329e-06
5.87735e-08,5.8797e-08
5.35462e-06,5.29799e-06
3.32269e-08,3.32345e-08
2.41505e-08,2.41546e-08
5.73973e-08,5.74202e-08
5.6855e-08,5.68776e-08
5.26231e-06,5.20756e-06
1.90025e-08,1.9005e-08
1.17731e-06,1.15862e-06
5.46436e-08,5.4665e-08
5.11678e-06,5.06418e-06
5.38791e-08,5.39003e-08
4.93882e-08,4.94062e-08
5.26512e-08,5.26717e-08
5.33946e-08,5.34159e-08
4.30698e-06,4.25503e-06
5.28511e-08,5.28723e-08
5.22328e-08,5.22537e-08
5.02225e-06,4.97201e-06
3.04998e-08,3.0507e-08
1.21758e-06,1.18728e-06
5.09974e-08,5.10178e-08
4.9829e-06,4.9339e-06
4.98604e-08,4.98802e-08
1.74565e-06,1.69602e-06
3.24e-08,3.24084e-08
3.20671e-06,3.1756e-06
4.90126e-08,4.90321e-08
4.85743e-08,4.85937e-08
4.3744e-06,4.32739e-06
4.75899e-08,4.76088e-08
4.74876e-08,4.75065e-08
4.01834e-08,4.01971e-08
4.09227e-06,4.05373e-06
4.64281e-08,4.64466e-08
4.75103e-06,4.7065e-06
2.68228e-08,2.68291e-08
1.80356e-08,1.80384e-08
1.84314e-06,1.82583e-06
4.46158e-08,4.46335e-08
4.60919e-06,4.56641e-06
1.57005e-08,1.57028e-08
1.05283e-06,1.0374e-06
4.32909e-08,4.33079e-08
4.53554e-06,4.49405e-06
4.3152e-08,4.31692e-08
3.79793e-08,3.79927e-08
4.02643e-06,3.99006e-06
4.20004e-08,4.20171e-08
3.62959e-08,3.63084e-08
4.1778e-08,4.17947e-08
4.09681e-08,4.09843e-08
4.06963e-08,4.07124e-08
2.53668e-08,2.53731e-08
1.52049e-08,1.52072e-08
4.02059e-08,4.02219e-08
3.99773e-08,3.99932e-08
3.94307e-08,3.94463e-08
1.49402e-08,1.49424e-08
1.03467e-06,1.01999e-06
3.89651e-08,3.89806e-08
3.87532e-08,3.87686e-08
4.33968e-06,4.30266e-06
3.31354e-08,3.31469e-08
3.68277e-06,3.65109e-06
3.69543e-08,3.69688e-08
3.71699e-06,3.68135e-06
3.71305e-08,3.71453e-08
4.22696e-06,4.19151e-06
3.61763e-08,3.61906e-08
2.71485e-06,2.67937e-06
1.26867e-08,1.26885e-08
1.47462e-06,1.46253e-06
3.52315e-08,3.52454e-08
3.50513e-08,3.50652e-08
1.39781e-08,1.39803e-08
9.9263e-07,9.7889e-07
3.47508e-08,3.47647e-08
4.10751e-06,4.0744e-06
3.41904e-08,3.4204e-08
3.45933e-06,3.42631e-06
3.34942e-08,3.35075e-08
3.99695e-06,3.96504e-06
2.9956e-08,2.99668e-08
3.63196e-06,3.60346e-06
3.26547e-08,3.26678e-08
3.98017e-06,3.94911e-06
2.10317e-08,2.10372e-08
1.10278e-08,1.10293e-08
3.18886e-08,3.19013e-08
3.10717e-08,3.10839e-08
3.12694e-08,3.12819e-08
1.26131e-08,1.26151e-08
1.83863e-08,1.83906e-08
2.79804e-08,2.79905e-08
3.06999e-08,3.07122e-08
2.98072e-08,2.98188e-08
2.54129e-08,2.54214e-08
2.98878e-08,2.98997e-08
2.96286e-08,2.96404e-08
2.69008e-08,2.69106e-08
3.45504e-06,3.42952e-06
2.89835e-08,2.8995e-08
2.88113e-08,2.88228e-08
2.5333e-06,2.50516e-06
9.23352e-09,9.23471e-09
1.20575e-06,1.197e-06
2.79942e-08,2.80053e-08
2.76817e-08,2.76927e-08
1.57865e-06,1.55123e-06
1.57748e-08,1.57783e-08
2.7486e-08,2.7497e-08
3.64956e-06,3.62353e-06
2.6819e-08,2.68296e-08
2.938e-06,2.91213e-06
2.66475e-08,2.66581e-08
3.5814e-06,3.55618e-06
2.43243e-08,2.43333e-08
3.3126e-06,3.2896e-06
2.58361e-08,2.58464e-08
3.53484e-06,3.51042e-06
1.70187e-08,1.70233e-08
7.49371e-07,7.32444e-07
2.48031e-08,2.48129e-08
3.41861e-06,3.39516e-06
2.4625e-08,2.46348e-08
1.10966e-08,1.10986e-08
8.59321e-07,8.48413e-07
2.41445e-08,2.4154e-08
2.40884e-08,2.4098e-08
3.40469e-06,3.38196e-06
1.90413e-08,1.90474e-08
2.35981e-08,2.36074e-08
2.33581e-08,2.33674e-08
2.22669e-08,2.22754e-08
2.32299e-08,2.32392e-08
2.28948e-08,2.29039e-08
3.30547e-06,3.28389e-06
1.598e-08,1.59845e-08
6.58719e-09,6.58796e-09
2.2438e-08,2.2447e-08
2.22315e-08,2.22404e-08
2.17782e-08,2.17867e-08
1.49043e-06,1.46892e-06
1.17237e-08,1.17263e-08
1.74572e-06,1.7347e-06
2.1535e-08,2.15436e-08
2.13746e-08,2.13831e-08
2.5124e-06,2.49181e-06
2.10724e-08,2.10808e-08
2.05641e-08,2.05721e-08
3.01974e-06,3.00034e-06
2.06432e-08,2.06515e-08
2.03199e-08,2.03279e-08
3.12486e-06,3.10579e-06
1.48677e-08,1.48721e-08
5.15827e-09,5.1588e-09
1.99394e-08,1.99474e-08
1.97808e-08,1.97887e-08
3.08211e-06,3.06355e-06
9.68427e-09,9.68619e-09
7.65545e-07,7.56013e-07
1.9279e-08,1.92867e-08
1.90875e-08,1.90951e-08
1.90078e-08,1.90153e-08
1.40008e-08,1.40049e-08
1.85853e-08,1.85927e-08
1.8588e-08,1.85954e-08
2.98125e-06,2.96384e-06
1.81789e-08,1.81861e-08
2.93513e-06,2.91812e-06
1.79959e-08,1.80031e-08
2.2412e-06,2.22388e-06
1.78203e-08,1.78274e-08
2.93947e-06,2.92282e-06
1.74667e-08,1.74737e-08
8.74395e-09,8.74571e-09
8.43161e-09,8.43325e-09
1.69152e-08,1.69218e-08
1.70525e-08,1.70593e-08
1.66325e-08,1.66391e-08
1.23571e-08,1.23607e-08
1.65651e-08,1.65717e-08
1.65716e-08,1.65782e-08
1.63903e-08,1.63968e-08
2.73682e-06,2.72149e-06
1.61013e-08,1.61077e-08
2.78036e-06,2.76537e-06
1.23761e-08,1.23799e-08
2.1596e-06,2.14809e-06
1.56892e-08,1.56954e-08
2.75019e-06,2.7356e-06
8.09754e-09,8.09923e-09
6.78269e-07,6.70299e-07
1.53179e-08,1.5324e-08
2.71725e-06,2.70302e-06
1.5071e-08,1.5077e-08
7.78921e-07,7.63934e-07
1.069e-08,1.06931e-08
1.92183e-06,1.91191e-06
1.47248e-08,1.47307e-08
2.66452e-06,2.65086e-06
1.39641e-08,1.39695e-08
2.54837e-06,2.53542e-06
1.42651e-08,1.42708e-08
2.02641e-06,2.01277e-06
1.41138e-08,1.41194e-08
1.39032e-08,1.39087e-08
1.38139e-08,1.38194e-08
1.3905e-06,1.37698e-06
6.26835e-09,6.2695e-09
1.17783e-06,1.17203e-06
1.35142e-08,1.35196e-08
2.5374e-06,2.52489e-06
3.97852e-09,3.97899e-09
5.30295e-07,5.26465e-07
1.31782e-08,1.31834e-08
1.30341e-08,1.30393e-08
1.27127e-08,1.27177e-08
2.31876e-06,2.30692e-06
1.26851e-08,1.26901e-08
1.26741e-08,1.26792e-08
1.01208e-08,1.01241e-08
1.25495e-08,1.25545e-08
2.46368e-06,2.45211e-06
1.23067e-08,1.23116e-08
1.38408e-06,1.37208e-06
5.27606e-09,5.27697e-09
1.04727e-06,1.04241e-06
1.20092e-08,1.2014e-08
1.19198e-08,1.19245e-08
8.00851e-07,7.89033e-07
7.9069e-09,7.90901e-09
1.59827e-06,1.591e-06
1.05486e-08,1.05524e-08
2.1464e-06,2.1367e-06
1.05211e-08,1.0525e-08
1.12774e-08,1.12819e-08
2.32003e-06,2.30967e-06
9.3384e-09,9.34151e-09
1.94177e-06,1.9332e-06
1.09428e-08,1.09472e-08
2.28573e-06,2.2757e-06
6.35721e-09,6.3587e-09
4.47546e-09,4.4762e-09
9.45241e-07,9.41144e-07
1.06071e-08,1.06113e-08
1.05979e-08,1.06021e-08
7.77965e-07,7.6747e-07
6.91194e-09,6.91375e-09
1.04378e-08,1.0442e-08
2.24165e-06,2.2321e-06
1.02669e-08,1.0271e-08
2.01307e-06,2.00353e-06
1.00355e-08,1.00395e-08
2.18849e-06,2.17933e-06
8.42641e-09,8.42925e-09
1.85734e-06,1.84966e-06
9.80808e-09,9.81199e-09
2.1724e-06,2.16345e-06
5.7691e-09,5.77047e-09
3.86423e-09,3.86485e-09
8.49524e-07,8.45994e-07
9.41258e-09,9.4163e-09
2.1086e-06,2.10002e-06
3.20071e-09,3.20114e-09
6.05794e-09,6.05951e-09
1.37596e-06,1.37045e-06
9.12937e-09,9.13298e-09
2.08715e-06,2.07885e-06
8.12182e-09,8.12472e-09
8.95928e-09,8.96284e-09
2.06106e-06,2.05292e-06
7.56796e-09,7.57054e-09
1.76853e-06,1.76167e-06
8.71824e-09,8.72171e-09
8.6511e-09,8.65455e-09
1.24424e-06,1.23589e-06
3.35405e-09,3.35457e-09
8.52242e-09,8.52582e-09
8.35715e-09,8.36044e-09
1.99501e-06,1.98745e-06
2.99133e-09,2.99176e-09
4.61134e-07,4.5826e-07
8.25074e-09,8.25403e-09
1.99218e-06,1.98472e-06
8.11565e-09,8.11889e-09
7.15665e-09,7.15918e-09
1.74488e-06,1.73841e-06
7.87284e-09,7.87596e-09
1.64179e-06,1.63447e-06
7.8441e-09,7.84724e-09
7.62208e-09,7.62507e-09
1.87426e-06,1.86738e-06
4.70456e-09,4.70572e-09
2.90595e-09,2.9064e-09
7.57619e-09,7.57921e-09
7.49141e-09,7.49439e-09
1.8842e-06,1.87746e-06
2.73588e-09,2.73628e-09
4.64143e-09,4.6426e-09
1.18587e-06,1.18171e-06
7.27792e-09,7.28082e-09
1.87058e-06,1.86405e-06
6.27904e-09,6.28123e-09
1.6276e-06,1.62197e-06
7.00075e-09,7.00352e-09
1.60067e-06,1.59423e-06
6.97182e-09,6.97461e-09
1.83295e-06,1.82671e-06
6.83353e-09,6.83625e-09
1.1404e-06,1.13385e-06
2.51145e-09,2.51182e-09
6.7061e-07,6.68367e-07
6.63139e-09,6.63401e-09
6.579e-09,6.58161e-09
2.49769e-09,2.49807e-09
4.05779e-09,4.0588e-09
6.51933e-09,6.52193e-09
6.35722e-09,6.35971e-09
6.41692e-09,6.41948e-09
5.50079e-09,5.50269e-09
6.15093e-09,6.15332e-09
1.68328e-06,1.6778e-06
5.52753e-09,5.52949e-09
1.54491e-06,1.54001e-06
5.99307e-09,5.99541e-09
6.02577e-09,6.02815e-09
3.86297e-09,3.86395e-09
3.94285e-07,3.90478e-07
5.98625e-09,5.98863e-09
5.91645e-09,5.9188e-09
1.6724e-06,1.66714e-06
2.2406e-09,2.24094e-09
3.9146e-07,3.89315e-07
5.76827e-09,5.77056e-09
1.65996e-06,1.65485e-06
5.58683e-09,5.58901e-09
1.38307e-06,1.37796e-06
5.62117e-09,5.62341e-09
1.63755e-06,1.63258e-06
4.94924e-09,4.95101e-09
1.46101e-06,1.45665e-06
5.44878e-09,5.45096e-09
1.61741e-06,1.61261e-06
3.51255e-09,3.51346e-09
3.65039e-07,3.61576e-07
5.23284e-09,5.23489e-09
1.57242e-06,1.56781e-06
5.19253e-09,5.19458e-09
6.32813e-07,6.27721e-07
3.07865e-09,3.07938e-09
9.3766e-07,9.34956e-07
5.11106e-09,5.11309e-09
1.56688e-06,1.56239e-06
4.23731e-09,4.23873e-09
1.30848e-06,1.30476e-06
4.96007e-09,4.96205e-09
1.40228e-06,1.39783e-06
4.90082e-09,4.90278e-09
1.53612e-06,1.53184e-06
4.80241e-09,4.80432e-09
1.02015e-06,1.01562e-06
1.56371e-09,1.56392e-09
4.97651e-07,4.96286e-07
4.6921e-09,4.69398e-09
1.49621e-06,1.49212e-06
1.92237e-09,1.92269e-09
3.58215e-07,3.56375e-07
4.57661e-09,4.57843e-09
1.48095e-06,1.47697e-06
4.50403e-09,4.50582e-09
1.21336e-06,1.20925e-06
4.44211e-09,4.44389e-09
1.45914e-06,1.45528e-06
3.64016e-09,3.64137e-09
1.20893e-06,1.20578e-06
4.27659e-09,4.27828e-09
1.42001e-06,1.4163e-06
2.89014e-09,2.89092e-09
3.10681e-07,3.0783e-07
4.20305e-09,4.20472e-09
1.41904e-06,1.4154e-06
4.13953e-09,4.14118e-09
6.19987e-07,6.15954e-07
2.29244e-09,2.29295e-09
7.85067e-07,7.83089e-07
4.03845e-09,4.04006e-09
1.39085e-06,1.38737e-06
3.14922e-09,3.15021e-09
1.09195e-06,1.08924e-06
3.90804e-09,3.90959e-09
1.30977e-06,1.30636e-06
3.87353e-09,3.87508e-09
1.36499e-06,1.36166e-06
3.79861e-09,3.80012e-09
9.74771e-07,9.71253e-07
1.04673e-09,1.04685e-09
3.74687e-07,3.7379e-07
3.70948e-09,3.71096e-09
1.33385e-06,1.33067e-06
