Rate,Torque
-0.358689,0.00124435
-0.350423,0.00816279
-0.346271,0.00399618
-0.338876,0.00725881
-0.335371,0.00340355
-0.328058,0.00716585
-0.326114,0.00181349
-0.320568,0.00541809
-0.320256,0.000281496
-0.321974,-0.0017312
-0.314661,0.00710463
-0.319098,-0.00456039
-0.314692,0.00427965
-0.316889,-0.00217061
-0.320099,-0.00331547
-0.318503,0.0014203
-0.32404,-0.00566681
-0.324118,-0.000207312
-0.329267,-0.00524301
-0.331158,-0.0020426
-0.336115,-0.00509149
-0.338019,-0.0020109
-0.342713,-0.00484494
-0.344221,-0.00164566
-0.34804,-0.00395781
-0.348633,-0.000633718
-0.347964,0.00066124
-0.352556,-0.0048229
-0.350666,0.0017498
-0.353859,-0.00333394
-0.352936,0.000951346
-0.351331,0.00149214
-0.352978,-0.00184328
-0.350079,0.00275899
-0.350722,-0.000783473
-0.347967,0.00265793
-0.347319,0.00048921
-0.344839,0.0023686
-0.343666,0.00104885
-0.341284,0.00223161
-0.340208,0.000942962
-0.338294,0.00177756
-0.337805,0.000445186
-0.338295,-0.000490286
-0.335465,0.0026052
-0.336399,-0.00106525
-0.334573,0.00169253
-0.335172,-0.000577162
-0.336094,-0.00102268
-0.334742,0.00116249
-0.336595,-0.00198757
-0.336017,0.000444209
-0.33777,-0.00184297
-0.337908,-0.000294687
-0.339811,-0.00203862
-0.340272,-0.000575463
-0.342007,-0.00188289
-0.342621,-0.000750482
-0.34425,-0.00176699
-0.344563,-0.00035413
-0.344544,1.86481e-05
-0.346432,-0.00211865
-0.346093,0.000200288
-0.347597,-0.00164227
-0.347451,0.000166439
-0.347065,0.000286223
-0.348101,-0.00122928
-0.347336,0.000623872
-0.347887,-0.000686738
-0.347259,0.000537474
-0.347322,-0.000226459
-0.346459,0.000724379
-0.346337,3.37435e-06
-0.345474,0.000714668
-0.345219,0.000118069
-0.344441,0.000640991
-0.344325,6.63062e-05
-0.344483,-0.000152641
-0.343462,0.000790254
-0.343616,-0.000291108
-0.342905,0.000574765
-0.343101,-0.000177191
-0.343373,-0.000368791
-0.342705,0.000471779
-0.34326,-0.000691717
-0.342954,0.000168804
-0.343507,-0.000639424
-0.343404,-5.86091e-05
-0.344117,-0.000850559
-0.344211,-0.000214646
-0.344868,-0.000803972
-0.345122,-0.000391131
-0.345758,-0.000774512
-0.34597,-0.000258843
-0.346072,-9.48628e-05
-0.346685,-0.000846926
-0.346739,-0.000189697
-0.347372,-0.000768699
-0.347469,-8.24812e-05
-0.347433,-5.84667e-05
-0.347949,-0.000715419
-0.34776,5.00824e-05
-0.348168,-0.000546595
-0.34798,0.000102618
-0.348164,-0.000349717
-0.347905,0.000119882
-0.348038,-0.000255124
-0.347765,0.000125219
-0.347765,-0.000138634
-0.347514,0.000112617
-0.347556,-9.80447e-05
-0.347632,-6.22555e-05
-0.347293,0.000102929
-0.3473,-0.000144924
-0.347138,2.39524e-05
-0.34722,-6.8579e-05
-0.34731,-0.000179865
-0.34703,7.84684e-05
-0.347207,-0.000314769
-0.347093,-2.4703e-05
-0.347318,-0.000307519
-0.347199,-4.74685e-05
-0.347496,-0.000431165
-0.347511,-0.00014423
-0.347797,-0.000431659
-0.347795,-0.00013077
-0.348245,-0.000590496
-0.348279,-9.38615e-05
-0.348398,-9.93867e-05
-0.348585,-0.000425764
-0.348707,-0.000261299
-0.348917,-0.000344599
-0.349087,-0.000162468
-0.349139,-0.000135936
-0.349364,-0.000429396
-0.349342,-0.000117218
-0.349576,-0.000373936
-0.349594,-9.73517e-05
-0.349704,-0.000279687
-0.349667,-0.000102687
-0.349747,-0.000210276
-0.349727,-0.000125461
-0.349772,-0.000183635
-0.349762,-0.000129812
-0.34982,-0.000119187
-0.349898,-5.58533e-05
-0.349789,-0.000130519
-0.349802,-0.000152602
-0.349819,-0.000157421
-0.349879,-5.15532e-05
-0.349937,-0.000139406
-0.349828,-9.1229e-05
-0.349893,-0.000207204
-0.34991,-0.000156465
-0.349979,-0.00014613
-0.34995,-0.000141637
-0.350078,-0.000267832
-0.350097,-0.000151433
-0.350254,-0.000300612
-0.350285,-0.000170158
-0.350428,-0.00028259
-0.350525,-0.000161112
-0.350626,-7.3265e-05
-0.350683,-0.000299827
-0.350729,-0.000185122
-0.350891,-0.00030243
-0.350981,-8.82922e-05
-0.351035,-0.00012671
-0.351138,-0.000312178
-0.351151,-0.000152666
-0.351309,-0.000297776
-0.351416,-4.00996e-05
-0.351392,-0.000147592
-0.351462,-0.000246546
-0.351487,-0.000165171
-0.351575,-0.000228866
-0.351589,-0.000151375
-0.351681,-0.000234194
-0.351662,-0.000120972
-0.351768,-0.000152892
-0.351766,-0.000186558
-0.351743,-0.000114828
-0.351809,-0.000202352
-0.351893,-8.90579e-05
-0.35194,-0.000112753
-0.351907,-0.000179702
-0.35193,-0.00016307
-0.351971,-0.0001817
-0.352086,-4.94373e-05
-0.35208,-0.000161738
-0.352104,-0.000202468
-0.352113,-0.000149763
-0.35222,-0.000247999
-0.352279,-0.000193189
-0.352328,-0.000192829
-0.352406,-0.000218937
-0.352482,-0.000152289
-0.352529,-0.000220589
-0.352598,-0.000209491
-0.352655,-0.000197426
-0.352762,-0.000112939
-0.352817,-0.000116449
-0.352845,-0.000241455
-0.352871,-0.000165622
-0.352948,-0.000217773
-0.353065,-5.36591e-05
-0.353062,-0.00016322
-0.353101,-0.000218694
-0.353113,-0.000147772
-0.353203,-0.000232992
-0.353224,-0.000154971
-0.353294,-0.000213932
-0.353317,-0.000161183
-0.353407,-0.000169828
-0.35343,-0.000195836
-0.35343,-0.000141437
-0.353474,-0.00018045
-0.353573,-0.00010791
-0.353632,-0.000118618
-0.35362,-0.000203921
-0.353637,-0.000156308
-0.353707,-0.000211459
-0.353808,-4.00894e-05
-0.353801,-0.000155769
-0.353806,-0.000186241
-0.353835,-0.000170499
-0.35391,-0.000216515
-0.353946,-0.00016814
-0.353974,-0.000173716
-0.354039,-0.000205858
-0.354091,-0.000132628
-0.354131,-0.000212338
-0.354174,-0.000184304
-0.354235,-0.000202226
-0.354332,-0.000107298
-0.354389,-0.000113163
-0.354363,-0.000185498
-0.354415,-0.000196655
-0.354482,-0.000206787
-0.354583,-3.69594e-05
-0.354552,-0.000132178
-0.354628,-0.000258897
-0.354605,-0.000118429
-0.354671,-0.000207796
-0.354734,-0.000193423
-0.354763,-0.000175123
-0.354841,-0.00022039
-0.354858,-9.91804e-05
-0.354903,-0.000216221
-0.354908,-0.000146324
-0.355001,-0.000234685
-0.355049,-5.98453e-05
-0.355095,-9.85966e-05
-0.355094,-0.00021821
-0.355089,-0.000136456
-0.355172,-0.000225008
-0.355267,-3.67602e-05
-0.355255,-0.000145727
-0.35526,-0.000189148
-0.355281,-0.000162507
-0.355349,-0.000209976
-0.355372,-0.000152244
-0.355388,-0.000164445
-0.355463,-0.000216515
-0.35549,-0.000106671
-0.35553,-0.000213308
-0.355536,-0.000146605
-0.355592,-0.000193108
-0.35568,-0.00010319
-0.355736,-0.000107346
-0.355736,-0.000219905
-0.355737,-0.000141879
-0.355798,-0.000203067
-0.355905,-4.81366e-05
-0.3559,-0.000152108
-0.355918,-0.000202952
-0.355912,-0.000136245
-0.355981,-0.000210522
-0.355988,-0.000135358
-0.356055,-0.00021603
-0.356054,-0.000141679
-0.356131,-0.000162881
-0.356146,-0.000185401
-0.356158,-0.000153722
-0.356215,-0.000199162
-0.356284,-8.56777e-05
-0.356333,-9.52477e-05
-0.35634,-0.000228866
-0.356283,-8.49222e-05
-0.356425,-0.000284569
-0.356498,-1.84615e-05
-0.356452,-0.000107164
-0.356448,-0.000181882
-0.356477,-0.000165658
-0.35652,-0.000188367
-0.35653,-0.000135126
-0.356565,-0.000182064
-0.356602,-0.000180913
-0.356643,-0.000130125
-0.356678,-0.0002053
-0.356678,-0.000141679
-0.356732,-0.00019534
-0.356802,-8.86264e-05
-0.356852,-9.41702e-05
-0.35685,-0.000221358
-0.35685,-0.000142163
-0.356912,-0.000204647
-0.357002,-3.62311e-05
-0.356979,-0.000128496
-0.357,-0.000207796
-0.356979,-0.000122304
-0.357056,-0.000219421
-0.357042,-0.000110263
-0.357084,-0.000193507
-0.357105,-0.000163476
-0.35717,-0.000155065
-0.357151,-0.000150942
-0.357179,-0.000170257
-0.357232,-0.000195202
-0.35728,-6.74579e-05
-0.357336,-9.79151e-05
-0.357338,-0.000198753
-0.357322,-0.00014071
-0.357343,-0.000161282
-0.357456,-5.95466e-05
-0.357462,-0.000156931
-0.357467,-0.00019278
-0.357466,-0.000141295
-0.357477,-0.000153876
-0.357506,-0.00015201
-0.35755,-0.000195036
-0.357537,-0.000129162
-0.357594,-0.000148862
-0.357608,-0.000182974
-0.357623,-0.000157263
-0.357651,-0.00017057
-0.357729,-9.86587e-05
-0.357777,-8.83883e-05
-0.357764,-0.000212397
-0.357747,-0.000125085
-0.357811,-0.000207104
-0.357898,-3.70327e-05
-0.357878,-0.000126432
-0.357876,-0.000187023
-0.357883,-0.00014868
-0.357884,-0.00014309
-0.357939,-0.000176342
-0.357931,-0.000146134
-0.35797,-0.000181398
-0.358001,-0.000119804
-0.357992,-0.00016251
-0.358028,-0.000173838
-0.358047,-0.000163544
-0.358113,-8.71716e-05
-0.358164,-8.85543e-05
-0.35818,-0.000242671
-0.358114,-7.64542e-05
-0.35821,-0.000238798
-0.358279,-2.19497e-05
-0.358258,-0.000120968
-0.358263,-0.000196413
-0.358241,-0.00012073
-0.358289,-0.000190843
-0.358266,-9.51783e-05
-0.35831,-0.000200046
-0.35829,-0.000122546
-0.35836,-0.000167161
-0.358355,-0.000162105
-0.358361,-0.00014846
-0.3584,-0.000182366
-0.358444,-7.02996e-05
-0.358495,-8.34655e-05
-0.358495,-0.000226929
-0.358468,-0.000116249
-0.358505,-0.000180671
-0.358597,-4.64233e-05
-0.358583,-0.000125316
-0.358584,-0.000193023
-0.358567,-0.000121763
-0.358591,-0.000170185
-0.35861,-0.000135654
-0.358616,-0.00015696
-0.358632,-0.000161538
-0.358659,-0.000126221
-0.358678,-0.000184916
-0.358658,-0.000122546
-0.358695,-0.000177961
-0.35874,-7.32675e-05
-0.35879,-8.05796e-05
-0.358783,-0.000221116
-0.35874,-0.000100407
-0.358793,-0.000196458
-0.358882,-4.5865e-05
-0.358874,-0.00012816
-0.358865,-0.000184062
-0.358827,-0.000105351
-0.358885,-0.000201539
-0.35885,-7.87111e-05
-0.358919,-0.000227185
-0.358846,-6.99217e-05
-0.358953,-0.000208372
-0.358912,-0.00012352
-0.358949,-0.000180187
-0.358937,-0.000131992
-0.359023,-0.000115647
-0.359071,-7.49603e-05
-0.359056,-0.000209756
-0.359006,-9.56636e-05
-0.359059,-0.000194706
-0.359144,-4.06393e-05
-0.359128,-0.000119651
-0.359123,-0.000187907
-0.35909,-0.000111052
-0.359131,-0.000184603
-0.35911,-8.9873e-05
-0.359151,-0.000198843
-0.359115,-0.000108149
-0.359173,-0.000162138
-0.359134,-0.000124976
-0.359176,-0.000182714
-0.35917,-0.00013777
-0.359232,-9.53603e-05
-0.359284,-7.4176e-05
-0.359269,-0.000216999
-0.359228,-0.000100828
-0.359254,-0.000170499
-0.359343,-5.06262e-05
-0.359338,-0.000123922
-0.359322,-0.000180187
-0.359281,-0.000102929
-0.359298,-0.000160167
-0.359315,-0.000126492
-0.359324,-0.000169119
-0.359333,-0.000152335
-0.359336,-0.00010425
-0.359369,-0.000197777
-0.35932,-9.40217e-05
-0.359387,-0.000209797
-0.359401,-4.88195e-05
-0.359459,-7.80386e-05
-0.359471,-0.000244608
-0.359393,-6.50176e-05
-0.35947,-0.000219084
-0.359525,-1.83072e-05
-0.359502,-0.000103742
-0.35948,-0.000174199
-0.359459,-0.000120725
-0.359458,-0.000142943
-0.359466,-0.000115962
-0.35948,-0.000174881
-0.359457,-0.000120246
-0.359485,-0.000136321
-0.35949,-0.000167444
-0.359458,-0.000110921
-0.359495,-0.000180913
-0.359525,-6.65979e-05
-0.359582,-7.30879e-05
-0.359572,-0.000224507
-0.359503,-7.4109e-05
-0.359572,-0.000212185
-0.359638,-3.23676e-05
-0.359624,-0.000109029
-0.359605,-0.000178134
-0.359566,-7.75729e-05
-0.35961,-0.000202428
-0.359586,-8.0699e-05
-0.3596,-0.000171004
-0.359557,-0.000101793
-0.359601,-0.000154573
-0.359572,-0.000132256
-0.35959,-0.000161376
-0.359583,-0.000136214
-0.35963,-8.58318e-05
-0.359689,-7.28503e-05
-0.359689,-0.000234679
-0.359593,-4.69371e-05
-0.35964,-0.000190843
-0.35971,-3.79412e-05
-0.359703,-0.000113132
-0.359681,-0.00017728
-0.359638,-0.000100507
-0.359667,-0.000172921
-0.359649,-8.52581e-05
-0.359648,-0.000162991
-0.359626,-0.000121456
-0.359639,-0.00012477
-0.359669,-0.00018939
-0.359614,-8.71444e-05
-0.359669,-0.000199162
-0.359687,-6.02913e-05
-0.35974,-6.16687e-05
-0.359722,-0.000213105
-0.359638,-6.1089e-05
-0.359699,-0.000200822
-0.359762,-3.60416e-05
-0.359755,-0.000108148
-0.359722,-0.00016832
-0.359677,-9.67736e-05
-0.359675,-0.000142505
-0.359688,-0.000112432
-0.359691,-0.000167308
-0.35964,-9.18107e-05
-0.359693,-0.000169482
-0.359647,-0.000111629
-0.359659,-0.000155968
-0.35964,-0.000123999
-0.35969,-9.47619e-05
-0.359748,-6.32099e-05
-0.359742,-0.00023153
-0.359645,-4.64998e-05
-0.359702,-0.00020037
-0.359763,-3.38236e-05
-0.359759,-0.00010836
-0.35971,-0.000153062
-0.359675,-0.000108257
-0.359677,-0.000146134
-0.359679,-0.000100615
-0.359662,-0.00014846
-0.359645,-0.000126906
-0.359659,-0.000125564
-0.359636,-0.000137732
-0.359642,-0.000144706
-0.359641,-0.000140742
-0.35968,-8.64688e-05
-0.359736,-5.93136e-05
-0.359737,-0.000239038
-0.359621,-2.71249e-05
-0.359676,-0.000198394
-0.359732,-3.1218e-05
-0.359722,-9.92865e-05
-0.359688,-0.000169288
-0.359632,-8.71871e-05
-0.359659,-0.000171226
-0.359623,-6.05866e-05
-0.359651,-0.000194718
-0.359554,-4.72263e-05
-0.359626,-0.000190319
-0.359551,-8.22657e-05
-0.359592,-0.000183393
-0.359558,-0.000109601
-0.359605,-9.50509e-05
-0.359666,-6.12309e-05
-0.359668,-0.000240733
-0.359539,-1.45312e-05
-0.359614,-0.000218739
-0.35966,-2.19065e-05
-0.359662,-0.000108799
-0.359638,-0.000179702
-0.359543,-4.34763e-05
-0.359588,-0.000190894
-0.359565,-7.18194e-05
-0.359556,-0.000157996
-0.359518,-0.000106562
-0.359512,-0.000115076
-0.359499,-0.000141336
-0.359483,-0.000127988
-0.359471,-0.000128401
-0.359519,-0.000100709
-0.359573,-4.82279e-05
-0.359554,-0.000221677
-0.359446,-3.55657e-05
-0.359483,-0.00018049
-0.359537,-3.63513e-05
-0.359543,-0.000103775
-0.359512,-0.00017607
-0.359435,-6.66013e-05
-0.359439,-0.000147734
-0.359438,-8.75387e-05
-0.359421,-0.000153085
-0.35936,-8.25028e-05
-0.359396,-0.000162872
-0.359352,-0.000108232
-0.359333,-0.000124242
-0.359334,-0.000144343
-0.359351,-7.26501e-05
-0.359412,-4.9738e-05
-0.359404,-0.000229501
-0.359303,-4.45623e-05
-0.359336,-0.000174482
-0.359389,-3.31587e-05
-0.359396,-0.000104808
-0.359366,-0.000177523
-0.359281,-5.81247e-05
-0.359293,-0.000155968
-0.359283,-7.55243e-05
-0.359276,-0.00016614
-0.359207,-7.43512e-05
-0.359245,-0.00016714
-0.359165,-7.08602e-05
-0.359195,-0.000173405
-0.35915,-9.88121e-05
-0.359187,-9.47529e-05
-0.359247,-4.43252e-05
-0.359259,-0.000256718
-0.359106,1.01718e-05
-0.359199,-0.000236374
-0.35921,2.30854e-06
-0.359204,-8.54374e-05
-0.359171,-0.00017607
-0.359093,-6.4599e-05
-0.359105,-0.000155726
-0.359079,-5.88862e-05
-0.359066,-0.000159359
-0.359021,-9.88121e-05
-0.359025,-0.000107771
-0.35901,-0.00014803
-0.358967,-9.86994e-05
-0.358965,-0.000137781
-0.358984,-8.06947e-05
-0.359045,-4.3571e-05
-0.359028,-0.000227655
-0.358896,-1.13714e-05
-0.358974,-0.000220673
-0.358989,-2.41847e-06
-0.358993,-9.33912e-05
-0.358965,-0.000180007
-0.358881,-5.95182e-05
-0.358874,-0.000136319
-0.358868,-7.61019e-05
-0.358828,-0.000132669
-0.3588,-0.000115649
-0.358767,-0.000100021
-0.358756,-0.000137838
-0.358721,-0.000107799
-0.358701,-0.000123149
-0.358727,-8.75001e-05
-0.358792,-4.36605e-05
-0.358781,-0.000235884
-0.358661,-1.68506e-05
-0.358684,-0.000168779
-0.358729,-3.58116e-05
-0.358743,-9.92916e-05
-0.358704,-0.000171226
-0.358621,-5.41119e-05
-0.358616,-0.000141579
-0.358607,-7.12686e-05
-0.358581,-0.000146549
-0.358501,-6.33893e-05
-0.358531,-0.000165951
-0.358463,-7.9839e-05
-0.358447,-0.000126537
-0.358438,-0.000133795
-0.358441,-6.73734e-05
-0.358514,-4.87163e-05
-0.358517,-0.00024921
-0.358352,2.2039e-05
-0.358436,-0.000227655
-0.358439,3.91915e-06
-0.358443,-8.55423e-05
-0.358417,-0.00018503
-0.358314,-4.04451e-05
-0.358329,-0.00015839
-0.358306,-5.48203e-05
-0.358259,-0.000128359
-0.35822,-0.00010414
-0.358189,-0.000105634
-0.358169,-0.000127403
-0.358125,-9.80855e-05
-0.358124,-0.000141537
-0.358136,-7.83701e-05
-0.358203,-3.95589e-05
-0.358183,-0.000222133
-0.358055,-1.8164e-05
-0.358078,-0.000163291
-0.358123,-3.69788e-05
-0.358133,-9.0834e-05
-0.358097,-0.000176312
-0.357971,-1.64687e-05
-0.35802,-0.000192054
-0.357954,-1.03961e-05
-0.357956,-0.000177713
-0.35787,-5.45356e-05
-0.357875,-0.000144889
-0.357817,-8.73618e-05
-0.357817,-0.000142989
-0.357748,-7.37928e-05
-0.357803,-0.000122345
-0.357867,-3.38246e-05
-0.357839,-0.00022039
-0.357692,4.59693e-06
-0.357768,-0.000218959
-0.357768,2.83635e-06
-0.357778,-8.55199e-05
-0.357731,-0.00016549
-0.357633,-4.45176e-05
-0.357656,-0.000165973
-0.357613,-3.14546e-05
-0.357589,-0.000152272
-0.357521,-7.55622e-05
-0.357509,-0.000123001
-0.357455,-9.31859e-05
-0.357428,-0.000112789
-0.357404,-0.000118559
-0.357408,-7.33281e-05
-0.35748,-3.93565e-05
-0.357482,-0.000250672
-0.357316,2.5036e-05
-0.357359,-0.000186297
-0.357377,-1.69885e-05
-0.357391,-8.68585e-05
-0.357362,-0.000184304
-0.357232,-1.3065e-05
-0.357259,-0.000167308
-0.357339,-9.92843e-06
-0.357294,-0.000132516
-0.357221,-0.000105593
-0.357152,-7.43512e-05
-0.357131,-0.00012073
-0.357057,-6.80228e-05
-0.357049,-0.00013514
-0.35697,-6.3695e-05
-0.35701,-0.000112346
-0.356937,-0.000105077
-0.35691,-0.000114681
-0.356874,-0.000106562
-0.356919,-4.75205e-05
-0.356945,-9.39635e-05
-0.356918,-0.000187937
-0.356797,-1.64095e-05
-0.356813,-0.00016057
-0.356896,-1.39233e-05
-0.356856,-0.000135222
-0.356786,-0.000108282
-0.356716,-7.22686e-05
-0.356694,-0.000120488
-0.356615,-6.01797e-05
-0.356598,-0.000125547
-0.356536,-8.12116e-05
-0.356556,-9.24021e-05
-0.35651,-0.000131639
-0.356453,-8.19978e-05
-0.356428,-0.000118077
-0.356471,-4.81771e-05
-0.356493,-8.5964e-05
-0.356461,-0.000183635
-0.356342,-2.19065e-05
-0.356369,-0.00016953
-0.356441,-5.5948e-06
-0.356398,-0.000127022
-0.356326,-0.00010769
-0.356258,-7.31083e-05
-0.35622,-0.000104898
-0.356162,-7.81597e-05
-0.356142,-0.000125453
-0.356083,-8.20189e-05
-0.356087,-8.17627e-05
-0.356055,-0.000115483
-0.355983,-8.24128e-05
-0.355972,-0.000127125
-0.356013,-4.49195e-05
-0.356028,-7.79879e-05
-0.355997,-0.000184771
-0.355863,-7.47769e-06
-0.355885,-0.000163785
-0.355956,-7.76938e-06
-0.355917,-0.000126149
-0.35585,-0.000114566
-0.355772,-6.39865e-05
-0.35573,-9.7441e-05
-0.355668,-7.26705e-05
-0.355646,-0.00012302
-0.355576,-7.1087e-05
-0.355595,-9.82995e-05
-0.355538,-0.000117336
-0.355458,-6.05451e-05
-0.355456,-0.00013842
-0.355486,-4.13629e-05
-0.355506,-7.36382e-05
-0.355478,-0.000190752
-0.35534,-2.40973e-06
-0.355375,-0.0001736
-0.355436,-3.81334e-06
-0.3554,-0.000122132
-0.35532,-0.000102999
-0.355247,-6.84014e-05
-0.355213,-0.000102633
-0.355148,-6.57951e-05
-0.355125,-0.000122145
-0.355051,-6.44488e-05
-0.355066,-0.000101608
-0.35501,-0.000115512
-0.354934,-6.28806e-05
-0.354923,-0.000129513
-0.35495,-3.89641e-05
-0.354972,-7.04719e-05
-0.354944,-0.000193507
-0.354795,7.97613e-06
-0.35482,-0.000165382
-0.354882,-1.1457e-05
-0.354846,-0.000110731
-0.354779,-0.000120125
-0.35468,-4.23402e-05
-0.354671,-0.000133069
-0.354591,-4.00501e-05
-0.354571,-0.000131507
-0.354488,-5.90935e-05
-0.354502,-0.000106838
-0.354446,-0.000110173
-0.354376,-7.16872e-05
-0.354349,-0.000114312
-0.354375,-4.83912e-05
-0.354412,-7.41993e-05
-0.354384,-0.000195202
-0.354231,1.68679e-05
-0.354256,-0.0001697
-0.354311,-3.14405e-06
-0.354272,-0.000105206
-0.354198,-0.000112903
-0.354102,-4.59693e-05
-0.35408,-0.000118794
-0.354012,-4.94077e-05
-0.353997,-0.000139015
-0.35391,-5.42498e-05
-0.353914,-9.86813e-05
-0.353853,-0.000103864
-0.353795,-8.28277e-05
-0.35376,-0.000106562
-0.353781,-4.55835e-05
-0.353821,-7.40057e-05
-0.35379,-0.000192538
-0.353637,1.11406e-05
-0.353669,-0.000173232
-0.353712,2.54271e-06
-0.353679,-0.000105548
-0.353606,-0.000115765
-0.353505,-4.04046e-05
-0.353482,-0.000117585
-0.353422,-5.52459e-05
-0.353388,-0.00011868
-0.353307,-6.09087e-05
-0.353309,-9.81658e-05
-0.353251,-0.000100732
-0.353181,-7.24375e-05
-0.353144,-0.000102207
-0.353169,-5.10834e-05
-0.353206,-6.82077e-05
-0.353179,-0.000198792
-0.353005,3.49059e-05
-0.353051,-0.000187506
-0.353091,3.5896e-06
-0.353061,-0.000105854
-0.352982,-0.000111033
-0.352891,-4.58475e-05
-0.352855,-0.000105623
-0.352791,-5.02889e-05
-0.352744,-0.000107773
-0.352669,-6.48409e-05
-0.352666,-9.5783e-05
-0.352587,-8.32364e-05
-0.352541,-9.44527e-05
-0.352483,-8.29035e-05
-0.352514,-5.89641e-05
-0.352554,-6.8456e-05
-0.352532,-0.00020271
-0.352354,3.70545e-05
-0.352402,-0.000188474
-0.352438,5.70691e-06
-0.352411,-0.000105824
-0.352339,-0.000118187
-0.352235,-3.6328e-05
-0.35221,-0.000111061
-0.352134,-3.84428e-05
-0.352085,-0.000103305
-0.352026,-8.02382e-05
-0.351997,-7.14537e-05
-0.351951,-0.000115512
-0.351869,-5.80665e-05
-0.351846,-0.000117218
-0.351855,-3.89063e-05
-0.351897,-6.7522e-05
-0.351867,-0.000196171
-0.351694,3.31795e-05
-0.351733,-0.000179702
-0.351772,1.12624e-06
-0.351746,-0.000104687
-0.35168,-0.000124484
-0.351543,-3.87498e-06
-0.351543,-0.000139499
-0.351456,-2.32994e-05
-0.351434,-0.000133687
-0.351324,-3.00311e-05
-0.351336,-0.000113191
-0.351243,-6.69774e-05
-0.351198,-9.48419e-05
-0.351144,-8.7935e-05
-0.351165,-5.10504e-05
-0.351204,-6.1261e-05
-0.351199,-0.000221601
-0.351022,6.32592e-05
-0.35105,-0.00018049
-0.351085,4.91046e-06
-0.351055,-9.72357e-05
-0.350982,-0.000119278
-0.35085,-7.7422e-06
-0.350845,-0.000134763
-0.350756,-1.49726e-05
-0.350736,-0.000136976
-0.350621,-2.54041e-05
-0.350631,-0.00011668
-0.350529,-5.50865e-05
-0.350498,-0.000108149
-0.350435,-7.7422e-05
-0.350451,-5.25222e-05
-0.350497,-6.0383e-05
-0.350468,-0.000199562
-0.350294,3.36639e-05
-0.350324,-0.000169603
-0.350351,5.56204e-06
-0.350328,-9.59633e-05
-0.350255,-0.000120609
-0.350132,-1.62265e-05
-0.35011,-0.000117708
-0.35004,-3.16599e-05
-0.350008,-0.000124813
-0.349898,-3.07577e-05
-0.3499,-0.000110389
-0.349822,-7.20589e-05
-0.349769,-8.91246e-05
-0.349698,-6.64134e-05
-0.349727,-6.55214e-05
-0.349772,-5.83446e-05
-0.349744,-0.000200773
-0.349552,5.25544e-05
-0.349597,-0.000184546
-0.349619,8.30714e-06
-0.349599,-9.51661e-05
-0.349518,-0.000113343
-0.349405,-2.66405e-05
-0.349377,-0.000111648
-0.349304,-2.72122e-05
-0.349261,-0.000115523
-0.349161,-3.97186e-05
-0.349158,-0.000106716
-0.349063,-5.96972e-05
-0.349017,-9.37261e-05
-0.348951,-7.31403e-05
-0.34897,-5.96992e-05
-0.349022,-6.03059e-05
-0.349008,-0.000215062
-0.34879,7.7984e-05
-0.348855,-0.000204405
-0.348867,1.6625e-05
-0.348844,-8.95522e-05
-0.348773,-0.000123757
-0.348643,-8.71871e-06
-0.348623,-0.000114157
-0.348551,-2.82924e-05
-0.348505,-0.000110769
-0.348404,-3.58548e-05
-0.3484,-0.000108934
-0.348314,-6.77054e-05
-0.348252,-7.65309e-05
-0.348198,-8.54061e-05
-0.348208,-5.18954e-05
-0.348258,-5.69191e-05
-0.348237,-0.000207863
-0.348028,7.1569e-05
-0.34808,-0.000192103
-0.348089,1.71433e-05
-0.348077,-9.56226e-05
-0.348007,-0.000125569
-0.347866,4.56927e-06
-0.347857,-0.000131617
-0.34777,-6.07165e-06
-0.347745,-0.000135836
-0.347614,-8.22609e-06
-0.347626,-0.00012651
-0.347518,-4.31956e-05
-0.347475,-9.41256e-05
-0.347401,-6.34888e-05
-0.347419,-6.54558e-05
-0.34747,-5.0765e-05
-0.347448,-0.000209491
-0.347247,6.77782e-05
-0.347294,-0.000188905
-0.347302,1.73692e-05
-0.347283,-8.50067e-05
-0.347202,-0.000112345
-0.347084,-2.07028e-05
-0.347053,-0.0001085
-0.346986,-2.29398e-05
-0.346934,-0.000110084
-0.346832,-3.51821e-05
-0.346817,-0.000104492
-0.346719,-5.12037e-05
-0.346684,-0.000103414
-0.346599,-5.30388e-05
-0.346619,-6.92677e-05
-0.346673,-4.8845e-05
-0.346652,-0.000211671
-0.346449,6.4906e-05
-0.346494,-0.000184062
-0.346494,1.90958e-05
-0.346485,-8.89052e-05
-0.346411,-0.000123031
-0.346274,-2.17968e-06
-0.346253,-0.000117101
-0.346175,-9.70299e-06
-0.346136,-0.000123999
-0.346017,-1.83508e-05
-0.34601,-0.000112842
-0.345919,-5.13688e-05
-0.34587,-9.17887e-05
-0.345791,-5.83742e-05
-0.345802,-6.08766e-05
-0.345858,-4.92245e-05
-0.34584,-0.000214362
-0.34563,7.20992e-05
-0.345678,-0.000185329
-0.34568,1.69045e-05
-0.34567,-8.56313e-05
-0.345603,-0.000131617
-0.345443,2.22142e-05
-0.345438,-0.000129185
-0.345356,-5.69332e-06
-0.345319,-0.000125421
-0.345201,-1.98394e-05
-0.345185,-0.000105846
-0.345087,-4.84858e-05
-0.345044,-9.378e-05
-0.344959,-5.35232e-05
-0.344972,-6.67881e-05
-0.345029,-4.45584e-05
-0.345008,-0.00021264
3.59029,3.93673
-3.4319,-7.02355
-0.622051,2.81049
